"Coverage","group"
0.6251,"ITE-NUC"
0.5657,"ITE-NUC"
0.6016,"ITE-NUC"
0.6185,"ITE-NUC"
0.5855,"ITE-NUC"
0.6818,"ITE-NUC"
0.5359,"ITE-NUC"
0.6292,"ITE-NUC"
0.6204,"ITE-NUC"
0.586,"ITE-NUC"
0.6315,"ITE-NUC"
0.6243,"ITE-NUC"
0.5619,"ITE-NUC"
0.6251,"ITE-NUC"
0.6186,"ITE-NUC"
0.5755,"ITE-NUC"
0.5837,"ITE-NUC"
0.5793,"ITE-NUC"
0.6098,"ITE-NUC"
0.6252,"ITE-NUC"
0.5494,"ITE-NUC"
0.5715,"ITE-NUC"
0.6107,"ITE-NUC"
0.6193,"ITE-NUC"
0.5696,"ITE-NUC"
0.6359,"ITE-NUC"
0.4625,"ITE-NUC"
0.6425,"ITE-NUC"
0.6349,"ITE-NUC"
0.5257,"ITE-NUC"
0.6388,"ITE-NUC"
0.6589,"ITE-NUC"
0.587,"ITE-NUC"
0.6032,"ITE-NUC"
0.6078,"ITE-NUC"
0.6187,"ITE-NUC"
0.5618,"ITE-NUC"
0.6419,"ITE-NUC"
0.584,"ITE-NUC"
0.6148,"ITE-NUC"
0.5636,"ITE-NUC"
0.6675,"ITE-NUC"
0.6209,"ITE-NUC"
0.5834,"ITE-NUC"
0.6248,"ITE-NUC"
0.6311,"ITE-NUC"
0.6213,"ITE-NUC"
0.5802,"ITE-NUC"
0.5775,"ITE-NUC"
0.5191,"ITE-NUC"
0.9013,"CSA-M"
0.8571,"CSA-M"
0.8631,"CSA-M"
0.8967,"CSA-M"
0.8642,"CSA-M"
0.8899,"CSA-M"
0.8693,"CSA-M"
0.818,"CSA-M"
0.914,"CSA-M"
0.8928,"CSA-M"
0.8458,"CSA-M"
0.8746,"CSA-M"
0.8937,"CSA-M"
0.9116,"CSA-M"
0.8695,"CSA-M"
0.7804,"CSA-M"
0.8663,"CSA-M"
0.9086,"CSA-M"
0.8605,"CSA-M"
0.8808,"CSA-M"
0.853,"CSA-M"
0.8136,"CSA-M"
0.8381,"CSA-M"
0.8924,"CSA-M"
0.8322,"CSA-M"
0.8816,"CSA-M"
0.8989,"CSA-M"
0.8686,"CSA-M"
0.8727,"CSA-M"
0.8573,"CSA-M"
0.8485,"CSA-M"
0.8457,"CSA-M"
0.8212,"CSA-M"
0.8609,"CSA-M"
0.8824,"CSA-M"
0.9294,"CSA-M"
0.8889,"CSA-M"
0.8621,"CSA-M"
0.8811,"CSA-M"
0.8501,"CSA-M"
0.8655,"CSA-M"
0.8226,"CSA-M"
0.861,"CSA-M"
0.892,"CSA-M"
0.8843,"CSA-M"
0.8996,"CSA-M"
0.8561,"CSA-M"
0.8294,"CSA-M"
0.9068,"CSA-M"
0.9157,"CSA-M"
0.8752,"CSA-Q"
0.7677,"CSA-Q"
0.8106,"CSA-Q"
0.8287,"CSA-Q"
0.8171,"CSA-Q"
0.8775,"CSA-Q"
0.8051,"CSA-Q"
0.8584,"CSA-Q"
0.9013,"CSA-Q"
0.8423,"CSA-Q"
0.9093,"CSA-Q"
0.8735,"CSA-Q"
0.8132,"CSA-Q"
0.8643,"CSA-Q"
0.8579,"CSA-Q"
0.8483,"CSA-Q"
0.823,"CSA-Q"
0.8331,"CSA-Q"
0.8848,"CSA-Q"
0.8749,"CSA-Q"
0.8698,"CSA-Q"
0.8264,"CSA-Q"
0.8718,"CSA-Q"
0.8314,"CSA-Q"
0.7743,"CSA-Q"
0.8669,"CSA-Q"
0.8377,"CSA-Q"
0.8069,"CSA-Q"
0.8935,"CSA-Q"
0.8619,"CSA-Q"
0.8682,"CSA-Q"
0.8688,"CSA-Q"
0.8859,"CSA-Q"
0.8593,"CSA-Q"
0.8724,"CSA-Q"
0.8896,"CSA-Q"
0.8462,"CSA-Q"
0.8648,"CSA-Q"
0.8888,"CSA-Q"
0.8767,"CSA-Q"
0.8974,"CSA-Q"
0.8985,"CSA-Q"
0.8734,"CSA-Q"
0.8777,"CSA-Q"
0.8389,"CSA-Q"
0.8724,"CSA-Q"
0.9089,"CSA-Q"
0.8515,"CSA-Q"
0.8578,"CSA-Q"
0.8611,"CSA-Q"
