"Coverage","group"
0.7711,"ITE-NUC"
0.7887,"ITE-NUC"
0.7452,"ITE-NUC"
0.787,"ITE-NUC"
0.762,"ITE-NUC"
0.7553,"ITE-NUC"
0.7376,"ITE-NUC"
0.7274,"ITE-NUC"
0.7222,"ITE-NUC"
0.8021,"ITE-NUC"
0.7544,"ITE-NUC"
0.7384,"ITE-NUC"
0.7851,"ITE-NUC"
0.7212,"ITE-NUC"
0.746,"ITE-NUC"
0.7095,"ITE-NUC"
0.7567,"ITE-NUC"
0.7468,"ITE-NUC"
0.7544,"ITE-NUC"
0.7397,"ITE-NUC"
0.7668,"ITE-NUC"
0.7443,"ITE-NUC"
0.7551,"ITE-NUC"
0.7208,"ITE-NUC"
0.8009,"ITE-NUC"
0.7706,"ITE-NUC"
0.74,"ITE-NUC"
0.7752,"ITE-NUC"
0.7507,"ITE-NUC"
0.7878,"ITE-NUC"
0.7805,"ITE-NUC"
0.8335,"ITE-NUC"
0.729,"ITE-NUC"
0.7163,"ITE-NUC"
0.752,"ITE-NUC"
0.6731,"ITE-NUC"
0.7203,"ITE-NUC"
0.723,"ITE-NUC"
0.7328,"ITE-NUC"
0.7419,"ITE-NUC"
0.7563,"ITE-NUC"
0.7166,"ITE-NUC"
0.804,"ITE-NUC"
0.7606,"ITE-NUC"
0.7718,"ITE-NUC"
0.7461,"ITE-NUC"
0.7039,"ITE-NUC"
0.7331,"ITE-NUC"
0.7735,"ITE-NUC"
0.7343,"ITE-NUC"
0.8307,"CSA-M"
0.8299,"CSA-M"
0.8011,"CSA-M"
0.8528,"CSA-M"
0.8227,"CSA-M"
0.823,"CSA-M"
0.8291,"CSA-M"
0.8386,"CSA-M"
0.8091,"CSA-M"
0.8037,"CSA-M"
0.8556,"CSA-M"
0.7901,"CSA-M"
0.8282,"CSA-M"
0.8074,"CSA-M"
0.8567,"CSA-M"
0.839,"CSA-M"
0.8383,"CSA-M"
0.8187,"CSA-M"
0.8263,"CSA-M"
0.836,"CSA-M"
0.7878,"CSA-M"
0.8329,"CSA-M"
0.7925,"CSA-M"
0.7894,"CSA-M"
0.8694,"CSA-M"
0.8623,"CSA-M"
0.8531,"CSA-M"
0.8789,"CSA-M"
0.8339,"CSA-M"
0.8519,"CSA-M"
0.8413,"CSA-M"
0.8066,"CSA-M"
0.8189,"CSA-M"
0.8449,"CSA-M"
0.8311,"CSA-M"
0.7894,"CSA-M"
0.7786,"CSA-M"
0.817,"CSA-M"
0.8728,"CSA-M"
0.864,"CSA-M"
0.8258,"CSA-M"
0.782,"CSA-M"
0.7936,"CSA-M"
0.8296,"CSA-M"
0.8417,"CSA-M"
0.8447,"CSA-M"
0.8216,"CSA-M"
0.8402,"CSA-M"
0.8743,"CSA-M"
0.8702,"CSA-M"
0.8832,"CSA-Q"
0.8239,"CSA-Q"
0.854,"CSA-Q"
0.852,"CSA-Q"
0.8828,"CSA-Q"
0.8592,"CSA-Q"
0.8363,"CSA-Q"
0.8367,"CSA-Q"
0.8313,"CSA-Q"
0.8326,"CSA-Q"
0.8418,"CSA-Q"
0.8175,"CSA-Q"
0.841,"CSA-Q"
0.791,"CSA-Q"
0.8822,"CSA-Q"
0.8344,"CSA-Q"
0.8443,"CSA-Q"
0.8244,"CSA-Q"
0.8512,"CSA-Q"
0.8802,"CSA-Q"
0.8252,"CSA-Q"
0.8281,"CSA-Q"
0.8378,"CSA-Q"
0.8027,"CSA-Q"
0.837,"CSA-Q"
0.8513,"CSA-Q"
0.8437,"CSA-Q"
0.8171,"CSA-Q"
0.8307,"CSA-Q"
0.8143,"CSA-Q"
0.8565,"CSA-Q"
0.8011,"CSA-Q"
0.7955,"CSA-Q"
0.8486,"CSA-Q"
0.8296,"CSA-Q"
0.8453,"CSA-Q"
0.8436,"CSA-Q"
0.7884,"CSA-Q"
0.8154,"CSA-Q"
0.8498,"CSA-Q"
0.8219,"CSA-Q"
0.8303,"CSA-Q"
0.804,"CSA-Q"
0.829,"CSA-Q"
0.8181,"CSA-Q"
0.8417,"CSA-Q"
0.84,"CSA-Q"
0.8324,"CSA-Q"
0.8148,"CSA-Q"
0.8813,"CSA-Q"
