"Coverage","group"
0.8364,"CSA-M"
0.8124,"CSA-M"
0.825,"CSA-M"
0.8117,"CSA-M"
0.8256,"CSA-M"
0.7907,"CSA-M"
0.8378,"CSA-M"
0.8316,"CSA-M"
0.7936,"CSA-M"
0.8384,"CSA-M"
0.8472,"CSA-M"
0.8305,"CSA-M"
0.8435,"CSA-M"
0.8183,"CSA-M"
0.8121,"CSA-M"
0.8635,"CSA-M"
0.8231,"CSA-M"
0.8172,"CSA-M"
0.82,"CSA-M"
0.795,"CSA-M"
0.8148,"CSA-M"
0.7949,"CSA-M"
0.8344,"CSA-M"
0.8573,"CSA-M"
0.8478,"CSA-M"
0.8405,"CSA-M"
0.8263,"CSA-M"
0.8309,"CSA-M"
0.8132,"CSA-M"
0.8738,"CSA-M"
0.8158,"CSA-M"
0.839,"CSA-M"
0.8083,"CSA-M"
0.8074,"CSA-M"
0.835,"CSA-M"
0.8371,"CSA-M"
0.8434,"CSA-M"
0.7933,"CSA-M"
0.8556,"CSA-M"
0.8362,"CSA-M"
0.7959,"CSA-M"
0.851,"CSA-M"
0.8596,"CSA-M"
0.8573,"CSA-M"
0.8177,"CSA-M"
0.849,"CSA-M"
0.8533,"CSA-M"
0.8013,"CSA-M"
0.8686,"CSA-M"
0.8097,"CSA-M"
0.8809,"CSA-Q"
0.8454,"CSA-Q"
0.8656,"CSA-Q"
0.8544,"CSA-Q"
0.8452,"CSA-Q"
0.8654,"CSA-Q"
0.8675,"CSA-Q"
0.8593,"CSA-Q"
0.8413,"CSA-Q"
0.8766,"CSA-Q"
0.8686,"CSA-Q"
0.8835,"CSA-Q"
0.8643,"CSA-Q"
0.8617,"CSA-Q"
0.8928,"CSA-Q"
0.8669,"CSA-Q"
0.8739,"CSA-Q"
0.9167,"CSA-Q"
0.8659,"CSA-Q"
0.8565,"CSA-Q"
0.8585,"CSA-Q"
0.8581,"CSA-Q"
0.8933,"CSA-Q"
0.8757,"CSA-Q"
0.9041,"CSA-Q"
0.9038,"CSA-Q"
0.8612,"CSA-Q"
0.8602,"CSA-Q"
0.859,"CSA-Q"
0.8627,"CSA-Q"
0.8796,"CSA-Q"
0.8855,"CSA-Q"
0.8494,"CSA-Q"
0.8495,"CSA-Q"
0.8975,"CSA-Q"
0.9121,"CSA-Q"
0.8741,"CSA-Q"
0.8699,"CSA-Q"
0.8773,"CSA-Q"
0.8602,"CSA-Q"
0.8628,"CSA-Q"
0.8714,"CSA-Q"
0.8859,"CSA-Q"
0.9088,"CSA-Q"
0.8654,"CSA-Q"
0.883,"CSA-Q"
0.8634,"CSA-Q"
0.8863,"CSA-Q"
0.8708,"CSA-Q"
0.8803,"CSA-Q"
0.8003,"ITE-NUS"
0.7721,"ITE-NUS"
0.7727,"ITE-NUS"
0.7867,"ITE-NUS"
0.7068,"ITE-NUS"
0.7631,"ITE-NUS"
0.7843,"ITE-NUS"
0.7898,"ITE-NUS"
0.7593,"ITE-NUS"
0.7914,"ITE-NUS"
0.7766,"ITE-NUS"
0.7834,"ITE-NUS"
0.7857,"ITE-NUS"
0.8197,"ITE-NUS"
0.7972,"ITE-NUS"
0.8165,"ITE-NUS"
0.7734,"ITE-NUS"
0.7826,"ITE-NUS"
0.8157,"ITE-NUS"
0.7996,"ITE-NUS"
0.7838,"ITE-NUS"
0.8126,"ITE-NUS"
0.7675,"ITE-NUS"
0.8228,"ITE-NUS"
0.7862,"ITE-NUS"
0.7569,"ITE-NUS"
0.7958,"ITE-NUS"
0.7727,"ITE-NUS"
0.7759,"ITE-NUS"
0.7861,"ITE-NUS"
0.7571,"ITE-NUS"
0.8372,"ITE-NUS"
0.8009,"ITE-NUS"
0.7387,"ITE-NUS"
0.8025,"ITE-NUS"
0.7888,"ITE-NUS"
0.7722,"ITE-NUS"
0.7836,"ITE-NUS"
0.7807,"ITE-NUS"
0.7796,"ITE-NUS"
0.7503,"ITE-NUS"
0.7609,"ITE-NUS"
0.8139,"ITE-NUS"
0.818,"ITE-NUS"
0.7999,"ITE-NUS"
0.8195,"ITE-NUS"
0.7865,"ITE-NUS"
0.7826,"ITE-NUS"
0.7604,"ITE-NUS"
0.8177,"ITE-NUS"
0.9934,"CSA-B"
0.9882,"CSA-B"
0.9879,"CSA-B"
0.9909,"CSA-B"
0.9894,"CSA-B"
0.9817,"CSA-B"
0.987,"CSA-B"
0.9929,"CSA-B"
0.982,"CSA-B"
0.9926,"CSA-B"
0.9935,"CSA-B"
0.9892,"CSA-B"
0.9919,"CSA-B"
0.9884,"CSA-B"
0.9862,"CSA-B"
0.9855,"CSA-B"
0.9878,"CSA-B"
0.9882,"CSA-B"
0.9907,"CSA-B"
0.9849,"CSA-B"
0.985,"CSA-B"
0.9815,"CSA-B"
0.9854,"CSA-B"
0.9905,"CSA-B"
0.9897,"CSA-B"
0.9867,"CSA-B"
0.9886,"CSA-B"
0.99,"CSA-B"
0.9922,"CSA-B"
0.9868,"CSA-B"
0.9916,"CSA-B"
0.9869,"CSA-B"
0.9812,"CSA-B"
0.9881,"CSA-B"
0.9932,"CSA-B"
0.9917,"CSA-B"
0.9892,"CSA-B"
0.989,"CSA-B"
0.9899,"CSA-B"
0.9937,"CSA-B"
0.9868,"CSA-B"
0.987,"CSA-B"
0.9929,"CSA-B"
0.9911,"CSA-B"
0.9903,"CSA-B"
0.9859,"CSA-B"
0.9873,"CSA-B"
0.985,"CSA-B"
0.9826,"CSA-B"
0.9811,"CSA-B"
