"Coverage","group"
0.6773,"ITE-NUC"
0.6333,"ITE-NUC"
0.6295,"ITE-NUC"
0.638,"ITE-NUC"
0.6164,"ITE-NUC"
0.6434,"ITE-NUC"
0.6828,"ITE-NUC"
0.7075,"ITE-NUC"
0.6295,"ITE-NUC"
0.6567,"ITE-NUC"
0.5942,"ITE-NUC"
0.7692,"ITE-NUC"
0.6862,"ITE-NUC"
0.6879,"ITE-NUC"
0.626,"ITE-NUC"
0.6187,"ITE-NUC"
0.6372,"ITE-NUC"
0.6099,"ITE-NUC"
0.612,"ITE-NUC"
0.6492,"ITE-NUC"
0.6168,"ITE-NUC"
0.6815,"ITE-NUC"
0.6774,"ITE-NUC"
0.589,"ITE-NUC"
0.6868,"ITE-NUC"
0.6877,"ITE-NUC"
0.681,"ITE-NUC"
0.5567,"ITE-NUC"
0.6665,"ITE-NUC"
0.6865,"ITE-NUC"
0.6584,"ITE-NUC"
0.7143,"ITE-NUC"
0.601,"ITE-NUC"
0.6014,"ITE-NUC"
0.6849,"ITE-NUC"
0.6637,"ITE-NUC"
0.6719,"ITE-NUC"
0.671,"ITE-NUC"
0.5996,"ITE-NUC"
0.6237,"ITE-NUC"
0.6392,"ITE-NUC"
0.6328,"ITE-NUC"
0.6421,"ITE-NUC"
0.6548,"ITE-NUC"
0.6543,"ITE-NUC"
0.7114,"ITE-NUC"
0.6284,"ITE-NUC"
0.6513,"ITE-NUC"
0.662,"ITE-NUC"
0.6543,"ITE-NUC"
0.8251,"CSA-M"
0.8725,"CSA-M"
0.8363,"CSA-M"
0.8271,"CSA-M"
0.8623,"CSA-M"
0.8882,"CSA-M"
0.8855,"CSA-M"
0.8745,"CSA-M"
0.8269,"CSA-M"
0.8274,"CSA-M"
0.8635,"CSA-M"
0.8509,"CSA-M"
0.8716,"CSA-M"
0.8966,"CSA-M"
0.8496,"CSA-M"
0.9027,"CSA-M"
0.9212,"CSA-M"
0.8764,"CSA-M"
0.8553,"CSA-M"
0.8414,"CSA-M"
0.8459,"CSA-M"
0.8653,"CSA-M"
0.8403,"CSA-M"
0.8821,"CSA-M"
0.8676,"CSA-M"
0.8534,"CSA-M"
0.8699,"CSA-M"
0.8626,"CSA-M"
0.8333,"CSA-M"
0.8747,"CSA-M"
0.8272,"CSA-M"
0.8477,"CSA-M"
0.8347,"CSA-M"
0.9013,"CSA-M"
0.8519,"CSA-M"
0.9034,"CSA-M"
0.8203,"CSA-M"
0.8568,"CSA-M"
0.8691,"CSA-M"
0.8744,"CSA-M"
0.8861,"CSA-M"
0.8644,"CSA-M"
0.8486,"CSA-M"
0.8857,"CSA-M"
0.9031,"CSA-M"
0.8394,"CSA-M"
0.7595,"CSA-M"
0.9002,"CSA-M"
0.8349,"CSA-M"
0.8287,"CSA-M"
0.871,"CSA-Q"
0.8558,"CSA-Q"
0.8298,"CSA-Q"
0.8954,"CSA-Q"
0.8809,"CSA-Q"
0.9009,"CSA-Q"
0.8958,"CSA-Q"
0.8134,"CSA-Q"
0.8468,"CSA-Q"
0.8854,"CSA-Q"
0.8538,"CSA-Q"
0.9059,"CSA-Q"
0.8925,"CSA-Q"
0.8346,"CSA-Q"
0.8446,"CSA-Q"
0.8772,"CSA-Q"
0.8735,"CSA-Q"
0.843,"CSA-Q"
0.8772,"CSA-Q"
0.8689,"CSA-Q"
0.8509,"CSA-Q"
0.8902,"CSA-Q"
0.9026,"CSA-Q"
0.8958,"CSA-Q"
0.8387,"CSA-Q"
0.8807,"CSA-Q"
0.877,"CSA-Q"
0.8431,"CSA-Q"
0.8694,"CSA-Q"
0.8825,"CSA-Q"
0.8759,"CSA-Q"
0.832,"CSA-Q"
0.8764,"CSA-Q"
0.8289,"CSA-Q"
0.854,"CSA-Q"
0.8443,"CSA-Q"
0.8215,"CSA-Q"
0.8827,"CSA-Q"
0.8102,"CSA-Q"
0.8978,"CSA-Q"
0.8656,"CSA-Q"
0.8282,"CSA-Q"
0.8242,"CSA-Q"
0.8679,"CSA-Q"
0.8748,"CSA-Q"
0.8175,"CSA-Q"
0.78,"CSA-Q"
0.8543,"CSA-Q"
0.8974,"CSA-Q"
0.8815,"CSA-Q"
