"Coverage","group"
0.9206,"CSA-M"
0.911,"CSA-M"
0.8521,"CSA-M"
0.9569,"CSA-M"
0.8867,"CSA-M"
0.8591,"CSA-M"
0.8769,"CSA-M"
0.9352,"CSA-M"
0.8994,"CSA-M"
0.9126,"CSA-M"
0.889,"CSA-M"
0.9043,"CSA-M"
0.8805,"CSA-M"
0.8478,"CSA-M"
0.9294,"CSA-M"
0.8798,"CSA-M"
0.8859,"CSA-M"
0.9358,"CSA-M"
0.9134,"CSA-M"
0.8376,"CSA-M"
0.8412,"CSA-M"
0.8933,"CSA-M"
0.8668,"CSA-M"
0.8377,"CSA-M"
0.9397,"CSA-M"
0.8964,"CSA-M"
0.9135,"CSA-M"
0.8989,"CSA-M"
0.9192,"CSA-M"
0.9401,"CSA-M"
0.8945,"CSA-M"
0.9039,"CSA-M"
0.9085,"CSA-M"
0.8748,"CSA-M"
0.9299,"CSA-M"
0.9102,"CSA-M"
0.911,"CSA-M"
0.9106,"CSA-M"
0.8871,"CSA-M"
0.9447,"CSA-M"
0.9369,"CSA-M"
0.8799,"CSA-M"
0.9563,"CSA-M"
0.9202,"CSA-M"
0.9392,"CSA-M"
0.8706,"CSA-M"
0.9138,"CSA-M"
0.9084,"CSA-M"
0.9078,"CSA-M"
0.8861,"CSA-M"
0.9242,"CSA-Q"
0.9401,"CSA-Q"
0.9563,"CSA-Q"
0.8732,"CSA-Q"
0.92,"CSA-Q"
0.8372,"CSA-Q"
0.8286,"CSA-Q"
0.9067,"CSA-Q"
0.9298,"CSA-Q"
0.9069,"CSA-Q"
0.8678,"CSA-Q"
0.9173,"CSA-Q"
0.8806,"CSA-Q"
0.9062,"CSA-Q"
0.8615,"CSA-Q"
0.8673,"CSA-Q"
0.9062,"CSA-Q"
0.9163,"CSA-Q"
0.9268,"CSA-Q"
0.8627,"CSA-Q"
0.8822,"CSA-Q"
0.9275,"CSA-Q"
0.9191,"CSA-Q"
0.8839,"CSA-Q"
0.8924,"CSA-Q"
0.8106,"CSA-Q"
0.9254,"CSA-Q"
0.8261,"CSA-Q"
0.9328,"CSA-Q"
0.8719,"CSA-Q"
0.9147,"CSA-Q"
0.9168,"CSA-Q"
0.9084,"CSA-Q"
0.8997,"CSA-Q"
0.9187,"CSA-Q"
0.9068,"CSA-Q"
0.8842,"CSA-Q"
0.9477,"CSA-Q"
0.8912,"CSA-Q"
0.9242,"CSA-Q"
0.951,"CSA-Q"
0.9158,"CSA-Q"
0.8678,"CSA-Q"
0.9446,"CSA-Q"
0.9363,"CSA-Q"
0.9166,"CSA-Q"
0.8798,"CSA-Q"
0.8688,"CSA-Q"
0.9519,"CSA-Q"
0.8958,"CSA-Q"
