"Coverage","group"
0.8602,"CSA-M"
0.8874,"CSA-M"
0.879,"CSA-M"
0.8937,"CSA-M"
0.8464,"CSA-M"
0.8875,"CSA-M"
0.8429,"CSA-M"
0.8922,"CSA-M"
0.8479,"CSA-M"
0.9023,"CSA-M"
0.9347,"CSA-M"
0.8619,"CSA-M"
0.859,"CSA-M"
0.9053,"CSA-M"
0.8949,"CSA-M"
0.9073,"CSA-M"
0.8773,"CSA-M"
0.8678,"CSA-M"
0.9401,"CSA-M"
0.8971,"CSA-M"
0.9092,"CSA-M"
0.8887,"CSA-M"
0.9196,"CSA-M"
0.8493,"CSA-M"
0.9233,"CSA-M"
0.8504,"CSA-M"
0.9047,"CSA-M"
0.9134,"CSA-M"
0.8984,"CSA-M"
0.8795,"CSA-M"
0.8706,"CSA-M"
0.8575,"CSA-M"
0.8912,"CSA-M"
0.8585,"CSA-M"
0.9134,"CSA-M"
0.8584,"CSA-M"
0.8707,"CSA-M"
0.9095,"CSA-M"
0.9028,"CSA-M"
0.9071,"CSA-M"
0.8581,"CSA-M"
0.8863,"CSA-M"
0.9626,"CSA-M"
0.8918,"CSA-M"
0.8936,"CSA-M"
0.9153,"CSA-M"
0.8658,"CSA-M"
0.8713,"CSA-M"
0.8982,"CSA-M"
0.9088,"CSA-M"
0.922,"CSA-Q"
0.8885,"CSA-Q"
0.8905,"CSA-Q"
0.8991,"CSA-Q"
0.9463,"CSA-Q"
0.8477,"CSA-Q"
0.8698,"CSA-Q"
0.9187,"CSA-Q"
0.8612,"CSA-Q"
0.8986,"CSA-Q"
0.9461,"CSA-Q"
0.8701,"CSA-Q"
0.9083,"CSA-Q"
0.9396,"CSA-Q"
0.923,"CSA-Q"
0.9144,"CSA-Q"
0.9093,"CSA-Q"
0.9495,"CSA-Q"
0.8789,"CSA-Q"
0.8918,"CSA-Q"
0.9053,"CSA-Q"
0.8949,"CSA-Q"
0.8763,"CSA-Q"
0.8804,"CSA-Q"
0.878,"CSA-Q"
0.8573,"CSA-Q"
0.8867,"CSA-Q"
0.8954,"CSA-Q"
0.9008,"CSA-Q"
0.8736,"CSA-Q"
0.8922,"CSA-Q"
0.8223,"CSA-Q"
0.8924,"CSA-Q"
0.8947,"CSA-Q"
0.8864,"CSA-Q"
0.8543,"CSA-Q"
0.867,"CSA-Q"
0.8792,"CSA-Q"
0.9034,"CSA-Q"
0.9144,"CSA-Q"
0.9164,"CSA-Q"
0.8661,"CSA-Q"
0.9136,"CSA-Q"
0.9176,"CSA-Q"
0.9117,"CSA-Q"
0.8791,"CSA-Q"
0.8865,"CSA-Q"
0.9183,"CSA-Q"
0.9168,"CSA-Q"
0.9035,"CSA-Q"
0.6043,"ITE-NUS"
0.6439,"ITE-NUS"
0.6448,"ITE-NUS"
0.5585,"ITE-NUS"
0.5803,"ITE-NUS"
0.5766,"ITE-NUS"
0.5695,"ITE-NUS"
0.5708,"ITE-NUS"
0.5983,"ITE-NUS"
0.5516,"ITE-NUS"
0.6073,"ITE-NUS"
0.6009,"ITE-NUS"
0.6227,"ITE-NUS"
0.5864,"ITE-NUS"
0.5914,"ITE-NUS"
0.601,"ITE-NUS"
0.6544,"ITE-NUS"
0.6043,"ITE-NUS"
0.6159,"ITE-NUS"
0.6087,"ITE-NUS"
0.6386,"ITE-NUS"
0.584,"ITE-NUS"
0.5496,"ITE-NUS"
0.5708,"ITE-NUS"
0.6235,"ITE-NUS"
0.6245,"ITE-NUS"
0.5652,"ITE-NUS"
0.5617,"ITE-NUS"
0.6212,"ITE-NUS"
0.6047,"ITE-NUS"
0.6272,"ITE-NUS"
0.5649,"ITE-NUS"
0.6087,"ITE-NUS"
0.6227,"ITE-NUS"
0.5895,"ITE-NUS"
0.6049,"ITE-NUS"
0.5898,"ITE-NUS"
0.5647,"ITE-NUS"
0.6486,"ITE-NUS"
0.6141,"ITE-NUS"
0.6148,"ITE-NUS"
0.62,"ITE-NUS"
0.6424,"ITE-NUS"
0.6116,"ITE-NUS"
0.5764,"ITE-NUS"
0.6588,"ITE-NUS"
0.5798,"ITE-NUS"
0.5937,"ITE-NUS"
0.5526,"ITE-NUS"
0.6529,"ITE-NUS"
0.9942,"CSA-B"
0.9944,"CSA-B"
0.9925,"CSA-B"
0.9895,"CSA-B"
0.9887,"CSA-B"
0.9901,"CSA-B"
0.9902,"CSA-B"
0.9922,"CSA-B"
0.994,"CSA-B"
0.9815,"CSA-B"
0.9948,"CSA-B"
0.9929,"CSA-B"
0.9889,"CSA-B"
0.9921,"CSA-B"
0.9931,"CSA-B"
0.9924,"CSA-B"
0.9954,"CSA-B"
0.9955,"CSA-B"
0.99,"CSA-B"
0.9942,"CSA-B"
0.996,"CSA-B"
0.9919,"CSA-B"
0.9901,"CSA-B"
0.9935,"CSA-B"
0.9924,"CSA-B"
0.9904,"CSA-B"
0.9934,"CSA-B"
0.9904,"CSA-B"
0.9942,"CSA-B"
0.9832,"CSA-B"
0.9906,"CSA-B"
0.9927,"CSA-B"
0.9904,"CSA-B"
0.9886,"CSA-B"
0.9917,"CSA-B"
0.9845,"CSA-B"
0.9959,"CSA-B"
0.9919,"CSA-B"
0.9906,"CSA-B"
0.9938,"CSA-B"
0.9934,"CSA-B"
0.9935,"CSA-B"
0.9913,"CSA-B"
0.9965,"CSA-B"
0.9986,"CSA-B"
0.9959,"CSA-B"
0.9915,"CSA-B"
0.9888,"CSA-B"
0.9924,"CSA-B"
0.9917,"CSA-B"
