"Coverage","group"
0.7367,"CSA-M"
0.7751,"CSA-M"
0.7417,"CSA-M"
0.6878,"CSA-M"
0.7189,"CSA-M"
0.7211,"CSA-M"
0.6758,"CSA-M"
0.7221,"CSA-M"
0.7634,"CSA-M"
0.7613,"CSA-M"
0.7446,"CSA-M"
0.6858,"CSA-M"
0.7018,"CSA-M"
0.7225,"CSA-M"
0.7621,"CSA-M"
0.6896,"CSA-M"
0.7285,"CSA-M"
0.7378,"CSA-M"
0.7423,"CSA-M"
0.7626,"CSA-M"
0.721,"CSA-M"
0.7433,"CSA-M"
0.7569,"CSA-M"
0.7436,"CSA-M"
0.7338,"CSA-M"
0.7434,"CSA-M"
0.7151,"CSA-M"
0.6969,"CSA-M"
0.7037,"CSA-M"
0.7582,"CSA-M"
0.7719,"CSA-M"
0.7336,"CSA-M"
0.7427,"CSA-M"
0.7059,"CSA-M"
0.74,"CSA-M"
0.779,"CSA-M"
0.7397,"CSA-M"
0.7581,"CSA-M"
0.7682,"CSA-M"
0.7632,"CSA-M"
0.7602,"CSA-M"
0.7332,"CSA-M"
0.7176,"CSA-M"
0.7125,"CSA-M"
0.7596,"CSA-M"
0.7141,"CSA-M"
0.765,"CSA-M"
0.7581,"CSA-M"
0.753,"CSA-M"
0.76,"CSA-M"
0.7471,"CSA-Q"
0.7495,"CSA-Q"
0.7488,"CSA-Q"
0.736,"CSA-Q"
0.7561,"CSA-Q"
0.7496,"CSA-Q"
0.7285,"CSA-Q"
0.7391,"CSA-Q"
0.7703,"CSA-Q"
0.7777,"CSA-Q"
0.7619,"CSA-Q"
0.7593,"CSA-Q"
0.7312,"CSA-Q"
0.7397,"CSA-Q"
0.7342,"CSA-Q"
0.7526,"CSA-Q"
0.7457,"CSA-Q"
0.778,"CSA-Q"
0.7876,"CSA-Q"
0.7476,"CSA-Q"
0.7494,"CSA-Q"
0.7299,"CSA-Q"
0.7144,"CSA-Q"
0.7489,"CSA-Q"
0.736,"CSA-Q"
0.7178,"CSA-Q"
0.7851,"CSA-Q"
0.7492,"CSA-Q"
0.7377,"CSA-Q"
0.7767,"CSA-Q"
0.7774,"CSA-Q"
0.7661,"CSA-Q"
0.7474,"CSA-Q"
0.7335,"CSA-Q"
0.7278,"CSA-Q"
0.7458,"CSA-Q"
0.7323,"CSA-Q"
0.7541,"CSA-Q"
0.7296,"CSA-Q"
0.7214,"CSA-Q"
0.7796,"CSA-Q"
0.7958,"CSA-Q"
0.7366,"CSA-Q"
0.7199,"CSA-Q"
0.7504,"CSA-Q"
0.7764,"CSA-Q"
0.772,"CSA-Q"
0.7385,"CSA-Q"
0.7433,"CSA-Q"
0.7841,"CSA-Q"
