"Coverage","group"
0.8624,"CSA-M"
0.8625,"CSA-M"
0.8228,"CSA-M"
0.8474,"CSA-M"
0.817,"CSA-M"
0.7911,"CSA-M"
0.8485,"CSA-M"
0.8345,"CSA-M"
0.7979,"CSA-M"
0.8107,"CSA-M"
0.8177,"CSA-M"
0.8661,"CSA-M"
0.8561,"CSA-M"
0.8741,"CSA-M"
0.7945,"CSA-M"
0.8369,"CSA-M"
0.8104,"CSA-M"
0.8598,"CSA-M"
0.8341,"CSA-M"
0.818,"CSA-M"
0.8295,"CSA-M"
0.8075,"CSA-M"
0.862,"CSA-M"
0.829,"CSA-M"
0.8671,"CSA-M"
0.8626,"CSA-M"
0.8285,"CSA-M"
0.8407,"CSA-M"
0.8547,"CSA-M"
0.8228,"CSA-M"
0.8704,"CSA-M"
0.8087,"CSA-M"
0.8113,"CSA-M"
0.8524,"CSA-M"
0.8193,"CSA-M"
0.8697,"CSA-M"
0.8642,"CSA-M"
0.8542,"CSA-M"
0.8655,"CSA-M"
0.9081,"CSA-M"
0.8631,"CSA-M"
0.8678,"CSA-M"
0.8212,"CSA-M"
0.8747,"CSA-M"
0.8194,"CSA-M"
0.7952,"CSA-M"
0.8527,"CSA-M"
0.857,"CSA-M"
0.9081,"CSA-M"
0.8361,"CSA-M"
0.9056,"CSA-Q"
0.8774,"CSA-Q"
0.8942,"CSA-Q"
0.8593,"CSA-Q"
0.8922,"CSA-Q"
0.8367,"CSA-Q"
0.8357,"CSA-Q"
0.8458,"CSA-Q"
0.8468,"CSA-Q"
0.8371,"CSA-Q"
0.8274,"CSA-Q"
0.8384,"CSA-Q"
0.8571,"CSA-Q"
0.8571,"CSA-Q"
0.8487,"CSA-Q"
0.8272,"CSA-Q"
0.8506,"CSA-Q"
0.8149,"CSA-Q"
0.8744,"CSA-Q"
0.9285,"CSA-Q"
0.879,"CSA-Q"
0.8876,"CSA-Q"
0.8919,"CSA-Q"
0.8624,"CSA-Q"
0.8584,"CSA-Q"
0.8493,"CSA-Q"
0.8421,"CSA-Q"
0.8372,"CSA-Q"
0.8489,"CSA-Q"
0.8544,"CSA-Q"
0.8287,"CSA-Q"
0.8481,"CSA-Q"
0.8748,"CSA-Q"
0.8289,"CSA-Q"
0.9031,"CSA-Q"
0.8668,"CSA-Q"
0.8703,"CSA-Q"
0.8835,"CSA-Q"
0.8846,"CSA-Q"
0.8107,"CSA-Q"
0.8516,"CSA-Q"
0.8332,"CSA-Q"
0.8502,"CSA-Q"
0.8709,"CSA-Q"
0.8467,"CSA-Q"
0.8842,"CSA-Q"
0.8162,"CSA-Q"
0.8289,"CSA-Q"
0.8666,"CSA-Q"
0.8119,"CSA-Q"
