"Coverage","group"
0.7337,"CSA-M"
0.7618,"CSA-M"
0.7128,"CSA-M"
0.7189,"CSA-M"
0.7502,"CSA-M"
0.7335,"CSA-M"
0.7547,"CSA-M"
0.7042,"CSA-M"
0.7283,"CSA-M"
0.7348,"CSA-M"
0.775,"CSA-M"
0.7269,"CSA-M"
0.7267,"CSA-M"
0.7397,"CSA-M"
0.7075,"CSA-M"
0.7644,"CSA-M"
0.7395,"CSA-M"
0.7171,"CSA-M"
0.7276,"CSA-M"
0.7581,"CSA-M"
0.7149,"CSA-M"
0.753,"CSA-M"
0.7754,"CSA-M"
0.7465,"CSA-M"
0.7434,"CSA-M"
0.7019,"CSA-M"
0.6898,"CSA-M"
0.7432,"CSA-M"
0.7393,"CSA-M"
0.7232,"CSA-M"
0.7668,"CSA-M"
0.7504,"CSA-M"
0.7686,"CSA-M"
0.7428,"CSA-M"
0.7513,"CSA-M"
0.7094,"CSA-M"
0.7136,"CSA-M"
0.7641,"CSA-M"
0.7335,"CSA-M"
0.7148,"CSA-M"
0.7272,"CSA-M"
0.7595,"CSA-M"
0.7405,"CSA-M"
0.7354,"CSA-M"
0.756,"CSA-M"
0.7739,"CSA-M"
0.7474,"CSA-M"
0.7564,"CSA-M"
0.7068,"CSA-M"
0.7183,"CSA-M"
0.7423,"CSA-Q"
0.7869,"CSA-Q"
0.7432,"CSA-Q"
0.7619,"CSA-Q"
0.7871,"CSA-Q"
0.7605,"CSA-Q"
0.7254,"CSA-Q"
0.7643,"CSA-Q"
0.7303,"CSA-Q"
0.766,"CSA-Q"
0.7177,"CSA-Q"
0.7527,"CSA-Q"
0.7456,"CSA-Q"
0.7474,"CSA-Q"
0.7572,"CSA-Q"
0.7409,"CSA-Q"
0.7737,"CSA-Q"
0.7768,"CSA-Q"
0.7623,"CSA-Q"
0.7851,"CSA-Q"
0.7532,"CSA-Q"
0.734,"CSA-Q"
0.7666,"CSA-Q"
0.7223,"CSA-Q"
0.7745,"CSA-Q"
0.761,"CSA-Q"
0.7693,"CSA-Q"
0.7315,"CSA-Q"
0.7896,"CSA-Q"
0.7475,"CSA-Q"
0.7659,"CSA-Q"
0.7215,"CSA-Q"
0.7838,"CSA-Q"
0.7337,"CSA-Q"
0.7685,"CSA-Q"
0.7699,"CSA-Q"
0.7512,"CSA-Q"
0.7897,"CSA-Q"
0.7402,"CSA-Q"
0.7303,"CSA-Q"
0.7087,"CSA-Q"
0.7584,"CSA-Q"
0.7486,"CSA-Q"
0.8077,"CSA-Q"
0.7612,"CSA-Q"
0.7547,"CSA-Q"
0.733,"CSA-Q"
0.7554,"CSA-Q"
0.7561,"CSA-Q"
0.7153,"CSA-Q"
0.6999,"ITE-NUS"
0.7544,"ITE-NUS"
0.7493,"ITE-NUS"
0.7594,"ITE-NUS"
0.7493,"ITE-NUS"
0.752,"ITE-NUS"
0.7457,"ITE-NUS"
0.7723,"ITE-NUS"
0.7186,"ITE-NUS"
0.7891,"ITE-NUS"
0.7975,"ITE-NUS"
0.7597,"ITE-NUS"
0.7676,"ITE-NUS"
0.7539,"ITE-NUS"
0.7548,"ITE-NUS"
0.7437,"ITE-NUS"
0.7722,"ITE-NUS"
0.7692,"ITE-NUS"
0.728,"ITE-NUS"
0.7077,"ITE-NUS"
0.7496,"ITE-NUS"
0.7298,"ITE-NUS"
0.7765,"ITE-NUS"
0.7323,"ITE-NUS"
0.7322,"ITE-NUS"
0.7467,"ITE-NUS"
0.736,"ITE-NUS"
0.7384,"ITE-NUS"
0.7751,"ITE-NUS"
0.7007,"ITE-NUS"
0.7348,"ITE-NUS"
0.7338,"ITE-NUS"
0.7171,"ITE-NUS"
0.7485,"ITE-NUS"
0.7454,"ITE-NUS"
0.736,"ITE-NUS"
0.712,"ITE-NUS"
0.78,"ITE-NUS"
0.7533,"ITE-NUS"
0.751,"ITE-NUS"
0.7162,"ITE-NUS"
0.7233,"ITE-NUS"
0.7562,"ITE-NUS"
0.7229,"ITE-NUS"
0.7316,"ITE-NUS"
0.7923,"ITE-NUS"
0.7418,"ITE-NUS"
0.7359,"ITE-NUS"
0.7289,"ITE-NUS"
0.7655,"ITE-NUS"
0.9752,"CSA-B"
0.9809,"CSA-B"
0.9808,"CSA-B"
0.976,"CSA-B"
0.9777,"CSA-B"
0.9724,"CSA-B"
0.9808,"CSA-B"
0.9746,"CSA-B"
0.973,"CSA-B"
0.9729,"CSA-B"
0.973,"CSA-B"
0.9892,"CSA-B"
0.9717,"CSA-B"
0.9805,"CSA-B"
0.9781,"CSA-B"
0.9666,"CSA-B"
0.9778,"CSA-B"
0.9683,"CSA-B"
0.975,"CSA-B"
0.975,"CSA-B"
0.9744,"CSA-B"
0.9764,"CSA-B"
0.9772,"CSA-B"
0.9786,"CSA-B"
0.9774,"CSA-B"
0.9878,"CSA-B"
0.9714,"CSA-B"
0.9716,"CSA-B"
0.9823,"CSA-B"
0.9729,"CSA-B"
0.9759,"CSA-B"
0.969,"CSA-B"
0.9674,"CSA-B"
0.9766,"CSA-B"
0.9771,"CSA-B"
0.9719,"CSA-B"
0.9731,"CSA-B"
0.9717,"CSA-B"
0.9801,"CSA-B"
0.9708,"CSA-B"
0.9705,"CSA-B"
0.9793,"CSA-B"
0.9757,"CSA-B"
0.9811,"CSA-B"
0.9798,"CSA-B"
0.9747,"CSA-B"
0.97,"CSA-B"
0.9755,"CSA-B"
0.9719,"CSA-B"
0.9774,"CSA-B"
