"Coverage","group"
0.7664,"ITE-NUC"
0.8309,"ITE-NUC"
0.7901,"ITE-NUC"
0.8275,"ITE-NUC"
0.7912,"ITE-NUC"
0.8077,"ITE-NUC"
0.808,"ITE-NUC"
0.7901,"ITE-NUC"
0.7906,"ITE-NUC"
0.8068,"ITE-NUC"
0.7488,"ITE-NUC"
0.8426,"ITE-NUC"
0.7782,"ITE-NUC"
0.8146,"ITE-NUC"
0.8094,"ITE-NUC"
0.8123,"ITE-NUC"
0.8012,"ITE-NUC"
0.7929,"ITE-NUC"
0.7716,"ITE-NUC"
0.8042,"ITE-NUC"
0.7894,"ITE-NUC"
0.8095,"ITE-NUC"
0.7747,"ITE-NUC"
0.7827,"ITE-NUC"
0.8239,"ITE-NUC"
0.8181,"ITE-NUC"
0.7975,"ITE-NUC"
0.8143,"ITE-NUC"
0.7867,"ITE-NUC"
0.7816,"ITE-NUC"
0.8061,"ITE-NUC"
0.7806,"ITE-NUC"
0.7807,"ITE-NUC"
0.845,"ITE-NUC"
0.8149,"ITE-NUC"
0.7891,"ITE-NUC"
0.8117,"ITE-NUC"
0.8042,"ITE-NUC"
0.7686,"ITE-NUC"
0.819,"ITE-NUC"
0.8066,"ITE-NUC"
0.7326,"ITE-NUC"
0.7904,"ITE-NUC"
0.7767,"ITE-NUC"
0.7912,"ITE-NUC"
0.8038,"ITE-NUC"
0.8342,"ITE-NUC"
0.7615,"ITE-NUC"
0.8122,"ITE-NUC"
0.7806,"ITE-NUC"
0.8127,"CSA-M"
0.8071,"CSA-M"
0.8099,"CSA-M"
0.8208,"CSA-M"
0.8194,"CSA-M"
0.8111,"CSA-M"
0.817,"CSA-M"
0.8147,"CSA-M"
0.8001,"CSA-M"
0.8419,"CSA-M"
0.8303,"CSA-M"
0.7653,"CSA-M"
0.7792,"CSA-M"
0.7899,"CSA-M"
0.782,"CSA-M"
0.7712,"CSA-M"
0.8027,"CSA-M"
0.8295,"CSA-M"
0.7784,"CSA-M"
0.7857,"CSA-M"
0.8059,"CSA-M"
0.8325,"CSA-M"
0.8054,"CSA-M"
0.8117,"CSA-M"
0.8053,"CSA-M"
0.7894,"CSA-M"
0.7417,"CSA-M"
0.8124,"CSA-M"
0.8184,"CSA-M"
0.7743,"CSA-M"
0.7808,"CSA-M"
0.781,"CSA-M"
0.8194,"CSA-M"
0.8238,"CSA-M"
0.8057,"CSA-M"
0.7773,"CSA-M"
0.7953,"CSA-M"
0.7953,"CSA-M"
0.8163,"CSA-M"
0.7987,"CSA-M"
0.805,"CSA-M"
0.8283,"CSA-M"
0.8367,"CSA-M"
0.7845,"CSA-M"
0.8058,"CSA-M"
0.8295,"CSA-M"
0.7934,"CSA-M"
0.8299,"CSA-M"
0.7833,"CSA-M"
0.7782,"CSA-M"
0.787,"CSA-Q"
0.8405,"CSA-Q"
0.8365,"CSA-Q"
0.7871,"CSA-Q"
0.7776,"CSA-Q"
0.7698,"CSA-Q"
0.7852,"CSA-Q"
0.8203,"CSA-Q"
0.8213,"CSA-Q"
0.8048,"CSA-Q"
0.8217,"CSA-Q"
0.8149,"CSA-Q"
0.7892,"CSA-Q"
0.8024,"CSA-Q"
0.7711,"CSA-Q"
0.7843,"CSA-Q"
0.8207,"CSA-Q"
0.7726,"CSA-Q"
0.7991,"CSA-Q"
0.7681,"CSA-Q"
0.7918,"CSA-Q"
0.7832,"CSA-Q"
0.8118,"CSA-Q"
0.8073,"CSA-Q"
0.7917,"CSA-Q"
0.7912,"CSA-Q"
0.7309,"CSA-Q"
0.7957,"CSA-Q"
0.8078,"CSA-Q"
0.7943,"CSA-Q"
0.8203,"CSA-Q"
0.7828,"CSA-Q"
0.7847,"CSA-Q"
0.801,"CSA-Q"
0.7924,"CSA-Q"
0.7636,"CSA-Q"
0.8286,"CSA-Q"
0.8115,"CSA-Q"
0.789,"CSA-Q"
0.8321,"CSA-Q"
0.7907,"CSA-Q"
0.7775,"CSA-Q"
0.8254,"CSA-Q"
0.804,"CSA-Q"
0.8272,"CSA-Q"
0.8248,"CSA-Q"
0.8205,"CSA-Q"
0.7918,"CSA-Q"
0.7702,"CSA-Q"
0.8087,"CSA-Q"
