"Coverage","group"
0.8063,"CSA-M"
0.8041,"CSA-M"
0.8071,"CSA-M"
0.8019,"CSA-M"
0.8014,"CSA-M"
0.803,"CSA-M"
0.8016,"CSA-M"
0.8051,"CSA-M"
0.8033,"CSA-M"
0.8018,"CSA-M"
0.805,"CSA-M"
0.8049,"CSA-M"
0.8026,"CSA-M"
0.8041,"CSA-M"
0.8009,"CSA-M"
0.8018,"CSA-M"
0.8032,"CSA-M"
0.8026,"CSA-M"
0.8034,"CSA-M"
0.8061,"CSA-M"
0.8009,"CSA-M"
0.8032,"CSA-M"
0.803,"CSA-M"
0.8026,"CSA-M"
0.8059,"CSA-M"
0.8025,"CSA-M"
0.8051,"CSA-M"
0.8021,"CSA-M"
0.804,"CSA-M"
0.8025,"CSA-M"
0.8002,"CSA-M"
0.8006,"CSA-M"
0.802,"CSA-M"
0.8017,"CSA-M"
0.7796,"CSA-M"
0.8016,"CSA-M"
0.8006,"CSA-M"
0.8043,"CSA-M"
0.8019,"CSA-M"
0.8048,"CSA-M"
0.8027,"CSA-M"
0.8,"CSA-M"
0.8053,"CSA-M"
0.8034,"CSA-M"
0.8013,"CSA-M"
0.8002,"CSA-M"
0.8003,"CSA-M"
0.8038,"CSA-M"
0.8019,"CSA-M"
0.8007,"CSA-M"
0.8038,"CSA-Q"
0.8028,"CSA-Q"
0.8008,"CSA-Q"
0.8049,"CSA-Q"
0.8041,"CSA-Q"
0.8029,"CSA-Q"
0.8012,"CSA-Q"
0.8032,"CSA-Q"
0.8027,"CSA-Q"
0.8016,"CSA-Q"
0.8048,"CSA-Q"
0.806,"CSA-Q"
0.8044,"CSA-Q"
0.8042,"CSA-Q"
0.8003,"CSA-Q"
0.8066,"CSA-Q"
0.8062,"CSA-Q"
0.8045,"CSA-Q"
0.8024,"CSA-Q"
0.8054,"CSA-Q"
0.8013,"CSA-Q"
0.8008,"CSA-Q"
0.8041,"CSA-Q"
0.8034,"CSA-Q"
0.8017,"CSA-Q"
0.8035,"CSA-Q"
0.8031,"CSA-Q"
0.8008,"CSA-Q"
0.8057,"CSA-Q"
0.8,"CSA-Q"
0.8008,"CSA-Q"
0.8026,"CSA-Q"
0.8067,"CSA-Q"
0.802,"CSA-Q"
0.8012,"CSA-Q"
0.8048,"CSA-Q"
0.8029,"CSA-Q"
0.8042,"CSA-Q"
0.8008,"CSA-Q"
0.8026,"CSA-Q"
0.8031,"CSA-Q"
0.803,"CSA-Q"
0.804,"CSA-Q"
0.8036,"CSA-Q"
0.8026,"CSA-Q"
0.8017,"CSA-Q"
0.8028,"CSA-Q"
0.804,"CSA-Q"
0.8019,"CSA-Q"
0.8057,"CSA-Q"
