"Coverage","group"
0.7166,"ITE-NUC"
0.6998,"ITE-NUC"
0.7351,"ITE-NUC"
0.6928,"ITE-NUC"
0.7408,"ITE-NUC"
0.6651,"ITE-NUC"
0.7305,"ITE-NUC"
0.6919,"ITE-NUC"
0.7043,"ITE-NUC"
0.7171,"ITE-NUC"
0.6868,"ITE-NUC"
0.7106,"ITE-NUC"
0.714,"ITE-NUC"
0.7417,"ITE-NUC"
0.7258,"ITE-NUC"
0.7122,"ITE-NUC"
0.7174,"ITE-NUC"
0.6901,"ITE-NUC"
0.725,"ITE-NUC"
0.7147,"ITE-NUC"
0.6948,"ITE-NUC"
0.7006,"ITE-NUC"
0.7058,"ITE-NUC"
0.6041,"ITE-NUC"
0.6982,"ITE-NUC"
0.6151,"ITE-NUC"
0.6553,"ITE-NUC"
0.7012,"ITE-NUC"
0.7205,"ITE-NUC"
0.6685,"ITE-NUC"
0.7641,"ITE-NUC"
0.742,"ITE-NUC"
0.7054,"ITE-NUC"
0.6876,"ITE-NUC"
0.7349,"ITE-NUC"
0.7363,"ITE-NUC"
0.7268,"ITE-NUC"
0.7135,"ITE-NUC"
0.625,"ITE-NUC"
0.6414,"ITE-NUC"
0.7159,"ITE-NUC"
0.7419,"ITE-NUC"
0.7098,"ITE-NUC"
0.6439,"ITE-NUC"
0.7014,"ITE-NUC"
0.6952,"ITE-NUC"
0.7069,"ITE-NUC"
0.7121,"ITE-NUC"
0.7675,"ITE-NUC"
0.6503,"ITE-NUC"
0.8746,"CSA-M"
0.8461,"CSA-M"
0.818,"CSA-M"
0.8643,"CSA-M"
0.8486,"CSA-M"
0.8109,"CSA-M"
0.8531,"CSA-M"
0.8335,"CSA-M"
0.8517,"CSA-M"
0.8212,"CSA-M"
0.82,"CSA-M"
0.8197,"CSA-M"
0.8002,"CSA-M"
0.8947,"CSA-M"
0.8111,"CSA-M"
0.8604,"CSA-M"
0.8633,"CSA-M"
0.8874,"CSA-M"
0.8732,"CSA-M"
0.8458,"CSA-M"
0.8253,"CSA-M"
0.8592,"CSA-M"
0.827,"CSA-M"
0.8631,"CSA-M"
0.8653,"CSA-M"
0.8027,"CSA-M"
0.8666,"CSA-M"
0.7997,"CSA-M"
0.8577,"CSA-M"
0.8536,"CSA-M"
0.8278,"CSA-M"
0.8688,"CSA-M"
0.8291,"CSA-M"
0.8289,"CSA-M"
0.8734,"CSA-M"
0.8367,"CSA-M"
0.8585,"CSA-M"
0.8785,"CSA-M"
0.7897,"CSA-M"
0.8574,"CSA-M"
0.803,"CSA-M"
0.8629,"CSA-M"
0.8166,"CSA-M"
0.8421,"CSA-M"
0.8568,"CSA-M"
0.8492,"CSA-M"
0.8638,"CSA-M"
0.8953,"CSA-M"
0.8469,"CSA-M"
0.8386,"CSA-M"
0.8598,"CSA-Q"
0.8605,"CSA-Q"
0.8498,"CSA-Q"
0.8482,"CSA-Q"
0.8511,"CSA-Q"
0.832,"CSA-Q"
0.8807,"CSA-Q"
0.8294,"CSA-Q"
0.8406,"CSA-Q"
0.857,"CSA-Q"
0.8215,"CSA-Q"
0.8673,"CSA-Q"
0.8325,"CSA-Q"
0.866,"CSA-Q"
0.8341,"CSA-Q"
0.8429,"CSA-Q"
0.8277,"CSA-Q"
0.8726,"CSA-Q"
0.9014,"CSA-Q"
0.8162,"CSA-Q"
0.8132,"CSA-Q"
0.8639,"CSA-Q"
0.865,"CSA-Q"
0.8001,"CSA-Q"
0.8251,"CSA-Q"
0.8411,"CSA-Q"
0.8135,"CSA-Q"
0.9013,"CSA-Q"
0.8936,"CSA-Q"
0.8436,"CSA-Q"
0.8747,"CSA-Q"
0.8568,"CSA-Q"
0.8141,"CSA-Q"
0.8649,"CSA-Q"
0.809,"CSA-Q"
0.8844,"CSA-Q"
0.8485,"CSA-Q"
0.8529,"CSA-Q"
0.8038,"CSA-Q"
0.8155,"CSA-Q"
0.8212,"CSA-Q"
0.8072,"CSA-Q"
0.87,"CSA-Q"
0.8307,"CSA-Q"
0.8579,"CSA-Q"
0.8608,"CSA-Q"
0.8397,"CSA-Q"
0.8742,"CSA-Q"
0.8816,"CSA-Q"
0.8404,"CSA-Q"
