"Coverage","group"
0.9204,"CSA-M"
0.9093,"CSA-M"
0.8663,"CSA-M"
0.886,"CSA-M"
0.9453,"CSA-M"
0.9335,"CSA-M"
0.9065,"CSA-M"
0.8852,"CSA-M"
0.93,"CSA-M"
0.8824,"CSA-M"
0.931,"CSA-M"
0.9073,"CSA-M"
0.8927,"CSA-M"
0.9269,"CSA-M"
0.9602,"CSA-M"
0.8876,"CSA-M"
0.8918,"CSA-M"
0.95,"CSA-M"
0.919,"CSA-M"
0.8909,"CSA-M"
0.9181,"CSA-M"
0.8779,"CSA-M"
0.9049,"CSA-M"
0.9305,"CSA-M"
0.9359,"CSA-M"
0.9266,"CSA-M"
0.943,"CSA-M"
0.8804,"CSA-M"
0.9338,"CSA-M"
0.8493,"CSA-M"
0.9035,"CSA-M"
0.9133,"CSA-M"
0.8765,"CSA-M"
0.9247,"CSA-M"
0.9044,"CSA-M"
0.9044,"CSA-M"
0.8753,"CSA-M"
0.8913,"CSA-M"
0.9277,"CSA-M"
0.9103,"CSA-M"
0.9547,"CSA-M"
0.9022,"CSA-M"
0.9491,"CSA-M"
0.9072,"CSA-M"
0.906,"CSA-M"
0.8389,"CSA-M"
0.9417,"CSA-M"
0.8632,"CSA-M"
0.9444,"CSA-M"
0.9306,"CSA-M"
0.9371,"CSA-Q"
0.9711,"CSA-Q"
0.9421,"CSA-Q"
0.951,"CSA-Q"
0.9609,"CSA-Q"
0.961,"CSA-Q"
0.9574,"CSA-Q"
0.9198,"CSA-Q"
0.9507,"CSA-Q"
0.9813,"CSA-Q"
0.9797,"CSA-Q"
0.9683,"CSA-Q"
0.9186,"CSA-Q"
0.969,"CSA-Q"
0.9527,"CSA-Q"
0.9685,"CSA-Q"
0.9642,"CSA-Q"
0.9643,"CSA-Q"
0.9687,"CSA-Q"
0.9558,"CSA-Q"
0.9449,"CSA-Q"
0.973,"CSA-Q"
0.9404,"CSA-Q"
0.9138,"CSA-Q"
0.9613,"CSA-Q"
0.9325,"CSA-Q"
0.9253,"CSA-Q"
0.96,"CSA-Q"
0.8914,"CSA-Q"
0.9369,"CSA-Q"
0.9474,"CSA-Q"
0.9691,"CSA-Q"
0.9642,"CSA-Q"
0.9371,"CSA-Q"
0.8998,"CSA-Q"
0.9448,"CSA-Q"
0.9012,"CSA-Q"
0.8875,"CSA-Q"
0.9758,"CSA-Q"
0.9495,"CSA-Q"
0.9236,"CSA-Q"
0.9355,"CSA-Q"
0.9335,"CSA-Q"
0.9319,"CSA-Q"
0.9292,"CSA-Q"
0.9608,"CSA-Q"
0.963,"CSA-Q"
0.9108,"CSA-Q"
0.9259,"CSA-Q"
0.9697,"CSA-Q"
0.6307,"ITE-NUS"
0.6279,"ITE-NUS"
0.6009,"ITE-NUS"
0.6547,"ITE-NUS"
0.6487,"ITE-NUS"
0.6224,"ITE-NUS"
0.6352,"ITE-NUS"
0.6622,"ITE-NUS"
0.6532,"ITE-NUS"
0.7124,"ITE-NUS"
0.6243,"ITE-NUS"
0.6962,"ITE-NUS"
0.633,"ITE-NUS"
0.6329,"ITE-NUS"
0.6312,"ITE-NUS"
0.6637,"ITE-NUS"
0.661,"ITE-NUS"
0.6452,"ITE-NUS"
0.6522,"ITE-NUS"
0.6043,"ITE-NUS"
0.6602,"ITE-NUS"
0.6503,"ITE-NUS"
0.5779,"ITE-NUS"
0.6574,"ITE-NUS"
0.6482,"ITE-NUS"
0.6161,"ITE-NUS"
0.6847,"ITE-NUS"
0.6632,"ITE-NUS"
0.6905,"ITE-NUS"
0.6639,"ITE-NUS"
0.6443,"ITE-NUS"
0.6274,"ITE-NUS"
0.6323,"ITE-NUS"
0.6489,"ITE-NUS"
0.6106,"ITE-NUS"
0.6629,"ITE-NUS"
0.6505,"ITE-NUS"
0.6419,"ITE-NUS"
0.6261,"ITE-NUS"
0.6186,"ITE-NUS"
0.64,"ITE-NUS"
0.6693,"ITE-NUS"
0.6428,"ITE-NUS"
0.6703,"ITE-NUS"
0.614,"ITE-NUS"
0.6743,"ITE-NUS"
0.6444,"ITE-NUS"
0.6689,"ITE-NUS"
0.6698,"ITE-NUS"
0.6273,"ITE-NUS"
0.9971,"CSA-B"
0.9968,"CSA-B"
0.9964,"CSA-B"
0.9982,"CSA-B"
0.9972,"CSA-B"
0.9977,"CSA-B"
0.9899,"CSA-B"
0.9979,"CSA-B"
0.9954,"CSA-B"
0.9978,"CSA-B"
0.9967,"CSA-B"
0.9961,"CSA-B"
0.9966,"CSA-B"
0.9947,"CSA-B"
0.9947,"CSA-B"
0.994,"CSA-B"
0.9944,"CSA-B"
0.9952,"CSA-B"
0.9982,"CSA-B"
0.9944,"CSA-B"
0.9981,"CSA-B"
0.9952,"CSA-B"
0.9942,"CSA-B"
0.9956,"CSA-B"
0.9957,"CSA-B"
0.9958,"CSA-B"
0.9976,"CSA-B"
0.9953,"CSA-B"
0.9922,"CSA-B"
0.9965,"CSA-B"
0.9995,"CSA-B"
0.9921,"CSA-B"
0.9975,"CSA-B"
0.9921,"CSA-B"
0.9971,"CSA-B"
0.9968,"CSA-B"
0.996,"CSA-B"
0.9932,"CSA-B"
0.9962,"CSA-B"
0.9949,"CSA-B"
0.9968,"CSA-B"
0.998,"CSA-B"
0.9963,"CSA-B"
0.9978,"CSA-B"
0.9968,"CSA-B"
0.996,"CSA-B"
0.9978,"CSA-B"
0.9949,"CSA-B"
0.996,"CSA-B"
0.9949,"CSA-B"
