"Coverage","group"
0.802,"CSA-M"
0.8083,"CSA-M"
0.8653,"CSA-M"
0.8609,"CSA-M"
0.8071,"CSA-M"
0.8175,"CSA-M"
0.8315,"CSA-M"
0.8084,"CSA-M"
0.8065,"CSA-M"
0.8368,"CSA-M"
0.8462,"CSA-M"
0.8198,"CSA-M"
0.837,"CSA-M"
0.8849,"CSA-M"
0.8625,"CSA-M"
0.8455,"CSA-M"
0.8095,"CSA-M"
0.8095,"CSA-M"
0.8488,"CSA-M"
0.8433,"CSA-M"
0.8674,"CSA-M"
0.8564,"CSA-M"
0.8413,"CSA-M"
0.8511,"CSA-M"
0.8387,"CSA-M"
0.8264,"CSA-M"
0.7983,"CSA-M"
0.8694,"CSA-M"
0.8639,"CSA-M"
0.8169,"CSA-M"
0.8816,"CSA-M"
0.8345,"CSA-M"
0.8155,"CSA-M"
0.8291,"CSA-M"
0.8487,"CSA-M"
0.8532,"CSA-M"
0.8622,"CSA-M"
0.8278,"CSA-M"
0.8814,"CSA-M"
0.8418,"CSA-M"
0.8429,"CSA-M"
0.8911,"CSA-M"
0.8246,"CSA-M"
0.8777,"CSA-M"
0.8283,"CSA-M"
0.8336,"CSA-M"
0.8488,"CSA-M"
0.8759,"CSA-M"
0.8905,"CSA-M"
0.8316,"CSA-M"
0.8444,"CSA-Q"
0.8091,"CSA-Q"
0.8249,"CSA-Q"
0.8285,"CSA-Q"
0.8717,"CSA-Q"
0.8671,"CSA-Q"
0.842,"CSA-Q"
0.8138,"CSA-Q"
0.8406,"CSA-Q"
0.8506,"CSA-Q"
0.8498,"CSA-Q"
0.8444,"CSA-Q"
0.8604,"CSA-Q"
0.8274,"CSA-Q"
0.8382,"CSA-Q"
0.858,"CSA-Q"
0.8249,"CSA-Q"
0.8422,"CSA-Q"
0.8448,"CSA-Q"
0.7678,"CSA-Q"
0.8462,"CSA-Q"
0.8925,"CSA-Q"
0.8202,"CSA-Q"
0.879,"CSA-Q"
0.8267,"CSA-Q"
0.836,"CSA-Q"
0.837,"CSA-Q"
0.8169,"CSA-Q"
0.8569,"CSA-Q"
0.8529,"CSA-Q"
0.8227,"CSA-Q"
0.8581,"CSA-Q"
0.8649,"CSA-Q"
0.8309,"CSA-Q"
0.8801,"CSA-Q"
0.8324,"CSA-Q"
0.8275,"CSA-Q"
0.8842,"CSA-Q"
0.8234,"CSA-Q"
0.8266,"CSA-Q"
0.8631,"CSA-Q"
0.8356,"CSA-Q"
0.8754,"CSA-Q"
0.8524,"CSA-Q"
0.8471,"CSA-Q"
0.8343,"CSA-Q"
0.8412,"CSA-Q"
0.8709,"CSA-Q"
0.853,"CSA-Q"
0.869,"CSA-Q"
0.6527,"ITE-NUS"
0.6603,"ITE-NUS"
0.686,"ITE-NUS"
0.6388,"ITE-NUS"
0.7014,"ITE-NUS"
0.6822,"ITE-NUS"
0.6572,"ITE-NUS"
0.6503,"ITE-NUS"
0.6597,"ITE-NUS"
0.7086,"ITE-NUS"
0.6881,"ITE-NUS"
0.6588,"ITE-NUS"
0.6905,"ITE-NUS"
0.6549,"ITE-NUS"
0.6809,"ITE-NUS"
0.6381,"ITE-NUS"
0.6154,"ITE-NUS"
0.6681,"ITE-NUS"
0.6594,"ITE-NUS"
0.6951,"ITE-NUS"
0.6713,"ITE-NUS"
0.6825,"ITE-NUS"
0.6726,"ITE-NUS"
0.6739,"ITE-NUS"
0.6728,"ITE-NUS"
0.6942,"ITE-NUS"
0.6065,"ITE-NUS"
0.7092,"ITE-NUS"
0.6484,"ITE-NUS"
0.6547,"ITE-NUS"
0.6909,"ITE-NUS"
0.659,"ITE-NUS"
0.6335,"ITE-NUS"
0.6447,"ITE-NUS"
0.6335,"ITE-NUS"
0.6642,"ITE-NUS"
0.6536,"ITE-NUS"
0.6295,"ITE-NUS"
0.6822,"ITE-NUS"
0.6531,"ITE-NUS"
0.6484,"ITE-NUS"
0.6521,"ITE-NUS"
0.6243,"ITE-NUS"
0.6684,"ITE-NUS"
0.6364,"ITE-NUS"
0.6726,"ITE-NUS"
0.6697,"ITE-NUS"
0.6442,"ITE-NUS"
0.6906,"ITE-NUS"
0.6724,"ITE-NUS"
0.9942,"CSA-B"
0.9831,"CSA-B"
0.9897,"CSA-B"
0.9847,"CSA-B"
0.9974,"CSA-B"
0.988,"CSA-B"
0.9841,"CSA-B"
0.9828,"CSA-B"
0.9915,"CSA-B"
0.9865,"CSA-B"
0.9842,"CSA-B"
0.9885,"CSA-B"
0.9887,"CSA-B"
0.9838,"CSA-B"
0.9922,"CSA-B"
0.9872,"CSA-B"
0.9906,"CSA-B"
0.994,"CSA-B"
0.9928,"CSA-B"
0.9827,"CSA-B"
0.99,"CSA-B"
0.9879,"CSA-B"
0.9865,"CSA-B"
0.9846,"CSA-B"
0.9886,"CSA-B"
0.9874,"CSA-B"
0.9804,"CSA-B"
0.9905,"CSA-B"
0.9892,"CSA-B"
0.9843,"CSA-B"
0.9897,"CSA-B"
0.9826,"CSA-B"
0.9816,"CSA-B"
0.9889,"CSA-B"
0.9788,"CSA-B"
0.9897,"CSA-B"
0.9927,"CSA-B"
0.9867,"CSA-B"
0.9922,"CSA-B"
0.9865,"CSA-B"
0.9854,"CSA-B"
0.9905,"CSA-B"
0.9925,"CSA-B"
0.9928,"CSA-B"
0.9843,"CSA-B"
0.9915,"CSA-B"
0.9916,"CSA-B"
0.9938,"CSA-B"
0.9883,"CSA-B"
0.9895,"CSA-B"
