"Coverage","group"
0.9286,"CSA-M"
0.8854,"CSA-M"
0.8864,"CSA-M"
0.8658,"CSA-M"
0.8746,"CSA-M"
0.9049,"CSA-M"
0.9333,"CSA-M"
0.8789,"CSA-M"
0.8595,"CSA-M"
0.9174,"CSA-M"
0.8919,"CSA-M"
0.8344,"CSA-M"
0.9078,"CSA-M"
0.8681,"CSA-M"
0.952,"CSA-M"
0.9135,"CSA-M"
0.9028,"CSA-M"
0.9021,"CSA-M"
0.9016,"CSA-M"
0.9171,"CSA-M"
0.9015,"CSA-M"
0.9093,"CSA-M"
0.8846,"CSA-M"
0.8969,"CSA-M"
0.9606,"CSA-M"
0.9048,"CSA-M"
0.9239,"CSA-M"
0.9088,"CSA-M"
0.8538,"CSA-M"
0.9155,"CSA-M"
0.9216,"CSA-M"
0.913,"CSA-M"
0.8949,"CSA-M"
0.9319,"CSA-M"
0.9302,"CSA-M"
0.919,"CSA-M"
0.91,"CSA-M"
0.9242,"CSA-M"
0.9488,"CSA-M"
0.902,"CSA-M"
0.9094,"CSA-M"
0.8963,"CSA-M"
0.9442,"CSA-M"
0.8922,"CSA-M"
0.9012,"CSA-M"
0.9336,"CSA-M"
0.9406,"CSA-M"
0.8956,"CSA-M"
0.9255,"CSA-M"
0.9305,"CSA-M"
0.9387,"CSA-Q"
0.9347,"CSA-Q"
0.843,"CSA-Q"
0.9063,"CSA-Q"
0.9185,"CSA-Q"
0.9381,"CSA-Q"
0.9427,"CSA-Q"
0.9257,"CSA-Q"
0.9121,"CSA-Q"
0.8948,"CSA-Q"
0.9191,"CSA-Q"
0.8395,"CSA-Q"
0.9026,"CSA-Q"
0.9199,"CSA-Q"
0.9328,"CSA-Q"
0.8817,"CSA-Q"
0.9117,"CSA-Q"
0.9666,"CSA-Q"
0.8957,"CSA-Q"
0.9071,"CSA-Q"
0.9242,"CSA-Q"
0.9321,"CSA-Q"
0.8732,"CSA-Q"
0.9064,"CSA-Q"
0.9329,"CSA-Q"
0.9677,"CSA-Q"
0.8699,"CSA-Q"
0.9293,"CSA-Q"
0.9128,"CSA-Q"
0.923,"CSA-Q"
0.9135,"CSA-Q"
0.8506,"CSA-Q"
0.9223,"CSA-Q"
0.9159,"CSA-Q"
0.887,"CSA-Q"
0.9401,"CSA-Q"
0.9345,"CSA-Q"
0.9694,"CSA-Q"
0.9427,"CSA-Q"
0.8868,"CSA-Q"
0.9188,"CSA-Q"
0.883,"CSA-Q"
0.9289,"CSA-Q"
0.8899,"CSA-Q"
0.8417,"CSA-Q"
0.9534,"CSA-Q"
0.9146,"CSA-Q"
0.9308,"CSA-Q"
0.8968,"CSA-Q"
0.8843,"CSA-Q"
0.5936,"ITE-NUS"
0.5927,"ITE-NUS"
0.6036,"ITE-NUS"
0.5556,"ITE-NUS"
0.5586,"ITE-NUS"
0.5902,"ITE-NUS"
0.5486,"ITE-NUS"
0.5343,"ITE-NUS"
0.5795,"ITE-NUS"
0.5624,"ITE-NUS"
0.58,"ITE-NUS"
0.5594,"ITE-NUS"
0.5769,"ITE-NUS"
0.5362,"ITE-NUS"
0.6234,"ITE-NUS"
0.5917,"ITE-NUS"
0.5676,"ITE-NUS"
0.5962,"ITE-NUS"
0.5772,"ITE-NUS"
0.5668,"ITE-NUS"
0.5751,"ITE-NUS"
0.5265,"ITE-NUS"
0.5878,"ITE-NUS"
0.6084,"ITE-NUS"
0.5665,"ITE-NUS"
0.5767,"ITE-NUS"
0.5641,"ITE-NUS"
0.6035,"ITE-NUS"
0.5632,"ITE-NUS"
0.5728,"ITE-NUS"
0.5609,"ITE-NUS"
0.5759,"ITE-NUS"
0.5932,"ITE-NUS"
0.6146,"ITE-NUS"
0.5612,"ITE-NUS"
0.5161,"ITE-NUS"
0.6268,"ITE-NUS"
0.6168,"ITE-NUS"
0.5978,"ITE-NUS"
0.5251,"ITE-NUS"
0.5812,"ITE-NUS"
0.5741,"ITE-NUS"
0.5392,"ITE-NUS"
0.5596,"ITE-NUS"
0.5887,"ITE-NUS"
0.5994,"ITE-NUS"
0.5604,"ITE-NUS"
0.5811,"ITE-NUS"
0.6157,"ITE-NUS"
0.5655,"ITE-NUS"
0.9924,"CSA-B"
0.9886,"CSA-B"
0.9934,"CSA-B"
0.9958,"CSA-B"
0.9969,"CSA-B"
0.9913,"CSA-B"
0.9938,"CSA-B"
0.9913,"CSA-B"
0.9906,"CSA-B"
0.9928,"CSA-B"
0.9943,"CSA-B"
0.9951,"CSA-B"
0.9923,"CSA-B"
0.996,"CSA-B"
0.9875,"CSA-B"
0.9908,"CSA-B"
0.9973,"CSA-B"
0.9914,"CSA-B"
0.995,"CSA-B"
0.9972,"CSA-B"
0.9927,"CSA-B"
0.9942,"CSA-B"
0.9921,"CSA-B"
0.996,"CSA-B"
0.9933,"CSA-B"
0.9946,"CSA-B"
0.9923,"CSA-B"
0.9945,"CSA-B"
0.9914,"CSA-B"
0.9937,"CSA-B"
0.9949,"CSA-B"
0.9958,"CSA-B"
0.9946,"CSA-B"
0.998,"CSA-B"
0.9914,"CSA-B"
0.9963,"CSA-B"
0.9949,"CSA-B"
0.9964,"CSA-B"
0.9882,"CSA-B"
0.9926,"CSA-B"
0.9951,"CSA-B"
0.9889,"CSA-B"
0.9947,"CSA-B"
0.993,"CSA-B"
0.9954,"CSA-B"
0.9883,"CSA-B"
0.9921,"CSA-B"
0.9929,"CSA-B"
0.9892,"CSA-B"
0.9933,"CSA-B"
