"Coverage","group"
0.8028,"CSA-M"
0.802,"CSA-M"
0.8006,"CSA-M"
0.8046,"CSA-M"
0.8006,"CSA-M"
0.803,"CSA-M"
0.8037,"CSA-M"
0.8012,"CSA-M"
0.8047,"CSA-M"
0.8063,"CSA-M"
0.8047,"CSA-M"
0.8032,"CSA-M"
0.8018,"CSA-M"
0.8017,"CSA-M"
0.8046,"CSA-M"
0.8046,"CSA-M"
0.8032,"CSA-M"
0.8032,"CSA-M"
0.806,"CSA-M"
0.8037,"CSA-M"
0.8064,"CSA-M"
0.8053,"CSA-M"
0.8062,"CSA-M"
0.8057,"CSA-M"
0.8056,"CSA-M"
0.8011,"CSA-M"
0.8035,"CSA-M"
0.8063,"CSA-M"
0.8005,"CSA-M"
0.8049,"CSA-M"
0.8006,"CSA-M"
0.8003,"CSA-M"
0.8001,"CSA-M"
0.8035,"CSA-M"
0.8044,"CSA-M"
0.8028,"CSA-M"
0.8021,"CSA-M"
0.7964,"CSA-M"
0.802,"CSA-M"
0.7928,"CSA-M"
0.7435,"CSA-M"
0.8,"CSA-M"
0.8006,"CSA-M"
0.8022,"CSA-M"
0.8051,"CSA-M"
0.8056,"CSA-M"
0.8007,"CSA-M"
0.805,"CSA-M"
0.8061,"CSA-M"
0.8053,"CSA-M"
0.8036,"CSA-Q"
0.8036,"CSA-Q"
0.8001,"CSA-Q"
0.8039,"CSA-Q"
0.8033,"CSA-Q"
0.802,"CSA-Q"
0.8029,"CSA-Q"
0.8,"CSA-Q"
0.8006,"CSA-Q"
0.8045,"CSA-Q"
0.804,"CSA-Q"
0.8051,"CSA-Q"
0.8057,"CSA-Q"
0.8035,"CSA-Q"
0.8025,"CSA-Q"
0.8057,"CSA-Q"
0.8024,"CSA-Q"
0.8009,"CSA-Q"
0.8053,"CSA-Q"
0.8025,"CSA-Q"
0.803,"CSA-Q"
0.8011,"CSA-Q"
0.8035,"CSA-Q"
0.8009,"CSA-Q"
0.8028,"CSA-Q"
0.8021,"CSA-Q"
0.8005,"CSA-Q"
0.8049,"CSA-Q"
0.8005,"CSA-Q"
0.8045,"CSA-Q"
0.8049,"CSA-Q"
0.8015,"CSA-Q"
0.8031,"CSA-Q"
0.8026,"CSA-Q"
0.8046,"CSA-Q"
0.8,"CSA-Q"
0.8027,"CSA-Q"
0.8026,"CSA-Q"
0.8053,"CSA-Q"
0.8006,"CSA-Q"
0.805,"CSA-Q"
0.8062,"CSA-Q"
0.8068,"CSA-Q"
0.8,"CSA-Q"
0.804,"CSA-Q"
0.8042,"CSA-Q"
0.8003,"CSA-Q"
0.8033,"CSA-Q"
0.8,"CSA-Q"
0.8037,"CSA-Q"
