"Coverage","group"
0.7521,"CSA-M"
0.7876,"CSA-M"
0.787,"CSA-M"
0.8165,"CSA-M"
0.8401,"CSA-M"
0.8125,"CSA-M"
0.8494,"CSA-M"
0.8353,"CSA-M"
0.8104,"CSA-M"
0.8171,"CSA-M"
0.8556,"CSA-M"
0.7822,"CSA-M"
0.8141,"CSA-M"
0.8313,"CSA-M"
0.8194,"CSA-M"
0.8082,"CSA-M"
0.8096,"CSA-M"
0.811,"CSA-M"
0.8102,"CSA-M"
0.8388,"CSA-M"
0.8091,"CSA-M"
0.8044,"CSA-M"
0.7967,"CSA-M"
0.8126,"CSA-M"
0.7223,"CSA-M"
0.8079,"CSA-M"
0.8249,"CSA-M"
0.8355,"CSA-M"
0.8222,"CSA-M"
0.8145,"CSA-M"
0.798,"CSA-M"
0.8097,"CSA-M"
0.7872,"CSA-M"
0.7776,"CSA-M"
0.8115,"CSA-M"
0.7931,"CSA-M"
0.7944,"CSA-M"
0.8137,"CSA-M"
0.7857,"CSA-M"
0.8129,"CSA-M"
0.8097,"CSA-M"
0.8178,"CSA-M"
0.8084,"CSA-M"
0.8083,"CSA-M"
0.8186,"CSA-M"
0.7843,"CSA-M"
0.8146,"CSA-M"
0.806,"CSA-M"
0.7721,"CSA-M"
0.838,"CSA-M"
0.8015,"CSA-Q"
0.7992,"CSA-Q"
0.8023,"CSA-Q"
0.8089,"CSA-Q"
0.8376,"CSA-Q"
0.8399,"CSA-Q"
0.8209,"CSA-Q"
0.8149,"CSA-Q"
0.8354,"CSA-Q"
0.7952,"CSA-Q"
0.7878,"CSA-Q"
0.8353,"CSA-Q"
0.8106,"CSA-Q"
0.8461,"CSA-Q"
0.7773,"CSA-Q"
0.8067,"CSA-Q"
0.7827,"CSA-Q"
0.8059,"CSA-Q"
0.8139,"CSA-Q"
0.8346,"CSA-Q"
0.7914,"CSA-Q"
0.8238,"CSA-Q"
0.8054,"CSA-Q"
0.7925,"CSA-Q"
0.8022,"CSA-Q"
0.7426,"CSA-Q"
0.8498,"CSA-Q"
0.7881,"CSA-Q"
0.8149,"CSA-Q"
0.8636,"CSA-Q"
0.7815,"CSA-Q"
0.7848,"CSA-Q"
0.8327,"CSA-Q"
0.7948,"CSA-Q"
0.7859,"CSA-Q"
0.8336,"CSA-Q"
0.8703,"CSA-Q"
0.8443,"CSA-Q"
0.8109,"CSA-Q"
0.7841,"CSA-Q"
0.7968,"CSA-Q"
0.7972,"CSA-Q"
0.8246,"CSA-Q"
0.827,"CSA-Q"
0.8248,"CSA-Q"
0.7796,"CSA-Q"
0.8326,"CSA-Q"
0.8032,"CSA-Q"
0.8154,"CSA-Q"
0.8061,"CSA-Q"
0.6983,"ITE-NUS"
0.7408,"ITE-NUS"
0.7171,"ITE-NUS"
0.7614,"ITE-NUS"
0.6742,"ITE-NUS"
0.7068,"ITE-NUS"
0.7393,"ITE-NUS"
0.7078,"ITE-NUS"
0.7034,"ITE-NUS"
0.7094,"ITE-NUS"
0.6559,"ITE-NUS"
0.6959,"ITE-NUS"
0.6962,"ITE-NUS"
0.7022,"ITE-NUS"
0.6741,"ITE-NUS"
0.6632,"ITE-NUS"
0.7381,"ITE-NUS"
0.7647,"ITE-NUS"
0.6777,"ITE-NUS"
0.7695,"ITE-NUS"
0.6785,"ITE-NUS"
0.6738,"ITE-NUS"
0.7171,"ITE-NUS"
0.6933,"ITE-NUS"
0.685,"ITE-NUS"
0.6879,"ITE-NUS"
0.7192,"ITE-NUS"
0.7069,"ITE-NUS"
0.7244,"ITE-NUS"
0.6903,"ITE-NUS"
0.7036,"ITE-NUS"
0.679,"ITE-NUS"
0.7128,"ITE-NUS"
0.6861,"ITE-NUS"
0.6402,"ITE-NUS"
0.7199,"ITE-NUS"
0.7407,"ITE-NUS"
0.6705,"ITE-NUS"
0.7154,"ITE-NUS"
0.6781,"ITE-NUS"
0.7052,"ITE-NUS"
0.7245,"ITE-NUS"
0.6784,"ITE-NUS"
0.6677,"ITE-NUS"
0.7163,"ITE-NUS"
0.7044,"ITE-NUS"
0.7095,"ITE-NUS"
0.688,"ITE-NUS"
0.7185,"ITE-NUS"
0.7048,"ITE-NUS"
0.9831,"CSA-B"
0.9842,"CSA-B"
0.9902,"CSA-B"
0.9858,"CSA-B"
0.9857,"CSA-B"
0.9807,"CSA-B"
0.9857,"CSA-B"
0.9841,"CSA-B"
0.9785,"CSA-B"
0.9905,"CSA-B"
0.9786,"CSA-B"
0.9903,"CSA-B"
0.9924,"CSA-B"
0.9841,"CSA-B"
0.9884,"CSA-B"
0.9741,"CSA-B"
0.9742,"CSA-B"
0.9805,"CSA-B"
0.9791,"CSA-B"
0.9847,"CSA-B"
0.9765,"CSA-B"
0.9817,"CSA-B"
0.9813,"CSA-B"
0.9904,"CSA-B"
0.9866,"CSA-B"
0.9758,"CSA-B"
0.9798,"CSA-B"
0.9867,"CSA-B"
0.9855,"CSA-B"
0.9726,"CSA-B"
0.9836,"CSA-B"
0.9867,"CSA-B"
0.9833,"CSA-B"
0.9754,"CSA-B"
0.9871,"CSA-B"
0.9774,"CSA-B"
0.9788,"CSA-B"
0.9889,"CSA-B"
0.9881,"CSA-B"
0.9867,"CSA-B"
0.9889,"CSA-B"
0.9871,"CSA-B"
0.9873,"CSA-B"
0.9871,"CSA-B"
0.9877,"CSA-B"
0.9927,"CSA-B"
0.9772,"CSA-B"
0.9827,"CSA-B"
0.9885,"CSA-B"
0.984,"CSA-B"
