"Coverage","group"
0.9348,"CSA-M"
0.9393,"CSA-M"
0.9005,"CSA-M"
0.9037,"CSA-M"
0.9115,"CSA-M"
0.9314,"CSA-M"
0.8537,"CSA-M"
0.9537,"CSA-M"
0.8945,"CSA-M"
0.9071,"CSA-M"
0.9073,"CSA-M"
0.9288,"CSA-M"
0.9442,"CSA-M"
0.9039,"CSA-M"
0.9022,"CSA-M"
0.8606,"CSA-M"
0.9015,"CSA-M"
0.9143,"CSA-M"
0.9381,"CSA-M"
0.9161,"CSA-M"
0.8954,"CSA-M"
0.9184,"CSA-M"
0.9441,"CSA-M"
0.9305,"CSA-M"
0.9107,"CSA-M"
0.9229,"CSA-M"
0.885,"CSA-M"
0.8749,"CSA-M"
0.9328,"CSA-M"
0.921,"CSA-M"
0.9086,"CSA-M"
0.9157,"CSA-M"
0.9122,"CSA-M"
0.9072,"CSA-M"
0.9251,"CSA-M"
0.9194,"CSA-M"
0.8984,"CSA-M"
0.901,"CSA-M"
0.9048,"CSA-M"
0.8833,"CSA-M"
0.9064,"CSA-M"
0.8754,"CSA-M"
0.9069,"CSA-M"
0.9122,"CSA-M"
0.9211,"CSA-M"
0.9122,"CSA-M"
0.9209,"CSA-M"
0.9564,"CSA-M"
0.9194,"CSA-M"
0.9048,"CSA-M"
0.9118,"CSA-Q"
0.8803,"CSA-Q"
0.8955,"CSA-Q"
0.9079,"CSA-Q"
0.9446,"CSA-Q"
0.9153,"CSA-Q"
0.8682,"CSA-Q"
0.9151,"CSA-Q"
0.9207,"CSA-Q"
0.9243,"CSA-Q"
0.9221,"CSA-Q"
0.8546,"CSA-Q"
0.9388,"CSA-Q"
0.8716,"CSA-Q"
0.9567,"CSA-Q"
0.943,"CSA-Q"
0.8972,"CSA-Q"
0.9123,"CSA-Q"
0.8856,"CSA-Q"
0.9438,"CSA-Q"
0.961,"CSA-Q"
0.9021,"CSA-Q"
0.9543,"CSA-Q"
0.8633,"CSA-Q"
0.9263,"CSA-Q"
0.9362,"CSA-Q"
0.9037,"CSA-Q"
0.8889,"CSA-Q"
0.9674,"CSA-Q"
0.9,"CSA-Q"
0.952,"CSA-Q"
0.9294,"CSA-Q"
0.9118,"CSA-Q"
0.9165,"CSA-Q"
0.9216,"CSA-Q"
0.9001,"CSA-Q"
0.9022,"CSA-Q"
0.9215,"CSA-Q"
0.935,"CSA-Q"
0.9325,"CSA-Q"
0.8675,"CSA-Q"
0.9212,"CSA-Q"
0.8986,"CSA-Q"
0.9042,"CSA-Q"
0.9022,"CSA-Q"
0.9301,"CSA-Q"
0.9199,"CSA-Q"
0.9659,"CSA-Q"
0.9225,"CSA-Q"
0.937,"CSA-Q"
