"Coverage","group"
0.7551,"CSA-M"
0.8003,"CSA-M"
0.7529,"CSA-M"
0.8016,"CSA-M"
0.8044,"CSA-M"
0.8038,"CSA-M"
0.7997,"CSA-M"
0.8033,"CSA-M"
0.7978,"CSA-M"
0.8012,"CSA-M"
0.8008,"CSA-M"
0.7998,"CSA-M"
0.8001,"CSA-M"
0.7804,"CSA-M"
0.8033,"CSA-M"
0.793,"CSA-M"
0.8042,"CSA-M"
0.804,"CSA-M"
0.7905,"CSA-M"
0.8008,"CSA-M"
0.8025,"CSA-M"
0.8005,"CSA-M"
0.8023,"CSA-M"
0.8045,"CSA-M"
0.8022,"CSA-M"
0.7745,"CSA-M"
0.7961,"CSA-M"
0.8027,"CSA-M"
0.8022,"CSA-M"
0.7968,"CSA-M"
0.8031,"CSA-M"
0.7906,"CSA-M"
0.8001,"CSA-M"
0.7377,"CSA-M"
0.8,"CSA-M"
0.7989,"CSA-M"
0.8021,"CSA-M"
0.8,"CSA-M"
0.8037,"CSA-M"
0.8022,"CSA-M"
0.8032,"CSA-M"
0.7679,"CSA-M"
0.8001,"CSA-M"
0.8002,"CSA-M"
0.8025,"CSA-M"
0.8018,"CSA-M"
0.8051,"CSA-M"
0.774,"CSA-M"
0.8005,"CSA-M"
0.801,"CSA-M"
0.7644,"CSA-Q"
0.8044,"CSA-Q"
0.7831,"CSA-Q"
0.797,"CSA-Q"
0.8012,"CSA-Q"
0.7871,"CSA-Q"
0.7769,"CSA-Q"
0.7854,"CSA-Q"
0.8034,"CSA-Q"
0.803,"CSA-Q"
0.7813,"CSA-Q"
0.779,"CSA-Q"
0.8037,"CSA-Q"
0.7579,"CSA-Q"
0.803,"CSA-Q"
0.7682,"CSA-Q"
0.7824,"CSA-Q"
0.8,"CSA-Q"
0.8014,"CSA-Q"
0.8027,"CSA-Q"
0.8034,"CSA-Q"
0.8027,"CSA-Q"
0.8004,"CSA-Q"
0.7896,"CSA-Q"
0.8013,"CSA-Q"
0.7806,"CSA-Q"
0.7995,"CSA-Q"
0.8049,"CSA-Q"
0.768,"CSA-Q"
0.7883,"CSA-Q"
0.7571,"CSA-Q"
0.7644,"CSA-Q"
0.7966,"CSA-Q"
0.8017,"CSA-Q"
0.8033,"CSA-Q"
0.7722,"CSA-Q"
0.786,"CSA-Q"
0.8007,"CSA-Q"
0.8032,"CSA-Q"
0.8034,"CSA-Q"
0.8019,"CSA-Q"
0.7899,"CSA-Q"
0.8027,"CSA-Q"
0.8003,"CSA-Q"
0.8013,"CSA-Q"
0.7945,"CSA-Q"
0.8011,"CSA-Q"
0.8001,"CSA-Q"
0.8021,"CSA-Q"
0.7747,"CSA-Q"
