"Coverage","group"
0.8062,"CSA-M"
0.8031,"CSA-M"
0.8011,"CSA-M"
0.8035,"CSA-M"
0.8039,"CSA-M"
0.8063,"CSA-M"
0.8017,"CSA-M"
0.8035,"CSA-M"
0.8054,"CSA-M"
0.8036,"CSA-M"
0.8074,"CSA-M"
0.8027,"CSA-M"
0.8012,"CSA-M"
0.8056,"CSA-M"
0.801,"CSA-M"
0.8064,"CSA-M"
0.8013,"CSA-M"
0.8019,"CSA-M"
0.8015,"CSA-M"
0.801,"CSA-M"
0.803,"CSA-M"
0.8045,"CSA-M"
0.8049,"CSA-M"
0.8041,"CSA-M"
0.8053,"CSA-M"
0.8005,"CSA-M"
0.8052,"CSA-M"
0.8028,"CSA-M"
0.8014,"CSA-M"
0.8013,"CSA-M"
0.8001,"CSA-M"
0.8044,"CSA-M"
0.8066,"CSA-M"
0.8061,"CSA-M"
0.8048,"CSA-M"
0.8019,"CSA-M"
0.8069,"CSA-M"
0.8012,"CSA-M"
0.8072,"CSA-M"
0.8006,"CSA-M"
0.8015,"CSA-M"
0.8048,"CSA-M"
0.8035,"CSA-M"
0.8052,"CSA-M"
0.7945,"CSA-M"
0.8006,"CSA-M"
0.8013,"CSA-M"
0.8014,"CSA-M"
0.8028,"CSA-M"
0.8006,"CSA-M"
0.8005,"CSA-Q"
0.8025,"CSA-Q"
0.805,"CSA-Q"
0.8071,"CSA-Q"
0.8029,"CSA-Q"
0.8002,"CSA-Q"
0.8045,"CSA-Q"
0.8046,"CSA-Q"
0.8025,"CSA-Q"
0.803,"CSA-Q"
0.8031,"CSA-Q"
0.8036,"CSA-Q"
0.8033,"CSA-Q"
0.8019,"CSA-Q"
0.8016,"CSA-Q"
0.8033,"CSA-Q"
0.8068,"CSA-Q"
0.8015,"CSA-Q"
0.8023,"CSA-Q"
0.8028,"CSA-Q"
0.8056,"CSA-Q"
0.8014,"CSA-Q"
0.8054,"CSA-Q"
0.8044,"CSA-Q"
0.8004,"CSA-Q"
0.8044,"CSA-Q"
0.8027,"CSA-Q"
0.8043,"CSA-Q"
0.8052,"CSA-Q"
0.8029,"CSA-Q"
0.8047,"CSA-Q"
0.8051,"CSA-Q"
0.8002,"CSA-Q"
0.8008,"CSA-Q"
0.8038,"CSA-Q"
0.8028,"CSA-Q"
0.8044,"CSA-Q"
0.8018,"CSA-Q"
0.8038,"CSA-Q"
0.8012,"CSA-Q"
0.8029,"CSA-Q"
0.8062,"CSA-Q"
0.8034,"CSA-Q"
0.8031,"CSA-Q"
0.8059,"CSA-Q"
0.8079,"CSA-Q"
0.8038,"CSA-Q"
0.803,"CSA-Q"
0.8042,"CSA-Q"
0.8019,"CSA-Q"
