"Coverage","group"
0.8022,"CSA-M"
0.8007,"CSA-M"
0.7871,"CSA-M"
0.8081,"CSA-M"
0.8058,"CSA-M"
0.8052,"CSA-M"
0.8047,"CSA-M"
0.8078,"CSA-M"
0.8053,"CSA-M"
0.8063,"CSA-M"
0.8008,"CSA-M"
0.8019,"CSA-M"
0.8081,"CSA-M"
0.8021,"CSA-M"
0.8018,"CSA-M"
0.8072,"CSA-M"
0.804,"CSA-M"
0.8044,"CSA-M"
0.8081,"CSA-M"
0.8003,"CSA-M"
0.8002,"CSA-M"
0.8087,"CSA-M"
0.8023,"CSA-M"
0.8052,"CSA-M"
0.8019,"CSA-M"
0.8048,"CSA-M"
0.8013,"CSA-M"
0.8022,"CSA-M"
0.8041,"CSA-M"
0.8012,"CSA-M"
0.8016,"CSA-M"
0.8071,"CSA-M"
0.806,"CSA-M"
0.8059,"CSA-M"
0.8078,"CSA-M"
0.806,"CSA-M"
0.8009,"CSA-M"
0.801,"CSA-M"
0.8021,"CSA-M"
0.8019,"CSA-M"
0.8053,"CSA-M"
0.8026,"CSA-M"
0.8026,"CSA-M"
0.8031,"CSA-M"
0.8041,"CSA-M"
0.805,"CSA-M"
0.8045,"CSA-M"
0.8037,"CSA-M"
0.8031,"CSA-M"
0.8038,"CSA-M"
0.8011,"CSA-Q"
0.8011,"CSA-Q"
0.8018,"CSA-Q"
0.8011,"CSA-Q"
0.8004,"CSA-Q"
0.8007,"CSA-Q"
0.8052,"CSA-Q"
0.8007,"CSA-Q"
0.8061,"CSA-Q"
0.801,"CSA-Q"
0.8059,"CSA-Q"
0.8055,"CSA-Q"
0.8017,"CSA-Q"
0.8087,"CSA-Q"
0.8067,"CSA-Q"
0.804,"CSA-Q"
0.8079,"CSA-Q"
0.8012,"CSA-Q"
0.8027,"CSA-Q"
0.802,"CSA-Q"
0.8003,"CSA-Q"
0.8032,"CSA-Q"
0.8033,"CSA-Q"
0.8036,"CSA-Q"
0.8033,"CSA-Q"
0.8031,"CSA-Q"
0.8047,"CSA-Q"
0.8045,"CSA-Q"
0.8058,"CSA-Q"
0.8089,"CSA-Q"
0.8032,"CSA-Q"
0.807,"CSA-Q"
0.8038,"CSA-Q"
0.8068,"CSA-Q"
0.8043,"CSA-Q"
0.8046,"CSA-Q"
0.8033,"CSA-Q"
0.8019,"CSA-Q"
0.8039,"CSA-Q"
0.8076,"CSA-Q"
0.802,"CSA-Q"
0.8047,"CSA-Q"
0.8079,"CSA-Q"
0.8051,"CSA-Q"
0.8038,"CSA-Q"
0.8028,"CSA-Q"
0.8059,"CSA-Q"
0.8066,"CSA-Q"
0.8069,"CSA-Q"
0.8019,"CSA-Q"
