"Coverage","group"
0.539,"ITE-NUC"
0.5779,"ITE-NUC"
0.6049,"ITE-NUC"
0.5966,"ITE-NUC"
0.5951,"ITE-NUC"
0.5808,"ITE-NUC"
0.5698,"ITE-NUC"
0.6088,"ITE-NUC"
0.5832,"ITE-NUC"
0.5796,"ITE-NUC"
0.4999,"ITE-NUC"
0.6036,"ITE-NUC"
0.5891,"ITE-NUC"
0.6151,"ITE-NUC"
0.584,"ITE-NUC"
0.6013,"ITE-NUC"
0.6057,"ITE-NUC"
0.5684,"ITE-NUC"
0.5461,"ITE-NUC"
0.5984,"ITE-NUC"
0.5955,"ITE-NUC"
0.5647,"ITE-NUC"
0.6127,"ITE-NUC"
0.5852,"ITE-NUC"
0.5899,"ITE-NUC"
0.581,"ITE-NUC"
0.6733,"ITE-NUC"
0.5984,"ITE-NUC"
0.5591,"ITE-NUC"
0.6074,"ITE-NUC"
0.6116,"ITE-NUC"
0.6096,"ITE-NUC"
0.6036,"ITE-NUC"
0.5977,"ITE-NUC"
0.5917,"ITE-NUC"
0.5712,"ITE-NUC"
0.5726,"ITE-NUC"
0.6374,"ITE-NUC"
0.5833,"ITE-NUC"
0.6406,"ITE-NUC"
0.6166,"ITE-NUC"
0.6358,"ITE-NUC"
0.6138,"ITE-NUC"
0.6262,"ITE-NUC"
0.5294,"ITE-NUC"
0.5767,"ITE-NUC"
0.6136,"ITE-NUC"
0.5597,"ITE-NUC"
0.6057,"ITE-NUC"
0.5969,"ITE-NUC"
0.8455,"CSA-M"
0.8915,"CSA-M"
0.9014,"CSA-M"
0.8451,"CSA-M"
0.8746,"CSA-M"
0.8777,"CSA-M"
0.8321,"CSA-M"
0.8191,"CSA-M"
0.846,"CSA-M"
0.8848,"CSA-M"
0.873,"CSA-M"
0.93,"CSA-M"
0.874,"CSA-M"
0.8841,"CSA-M"
0.9341,"CSA-M"
0.8896,"CSA-M"
0.855,"CSA-M"
0.9065,"CSA-M"
0.8811,"CSA-M"
0.8262,"CSA-M"
0.9135,"CSA-M"
0.8309,"CSA-M"
0.902,"CSA-M"
0.8686,"CSA-M"
0.8807,"CSA-M"
0.8629,"CSA-M"
0.8192,"CSA-M"
0.8975,"CSA-M"
0.9191,"CSA-M"
0.897,"CSA-M"
0.9002,"CSA-M"
0.8895,"CSA-M"
0.8815,"CSA-M"
0.9221,"CSA-M"
0.8576,"CSA-M"
0.8951,"CSA-M"
0.8362,"CSA-M"
0.8727,"CSA-M"
0.9009,"CSA-M"
0.829,"CSA-M"
0.8512,"CSA-M"
0.8906,"CSA-M"
0.8742,"CSA-M"
0.8992,"CSA-M"
0.8789,"CSA-M"
0.908,"CSA-M"
0.9041,"CSA-M"
0.8912,"CSA-M"
0.8407,"CSA-M"
0.899,"CSA-M"
0.849,"CSA-Q"
0.8948,"CSA-Q"
0.9151,"CSA-Q"
0.884,"CSA-Q"
0.8959,"CSA-Q"
0.932,"CSA-Q"
0.8989,"CSA-Q"
0.8831,"CSA-Q"
0.8264,"CSA-Q"
0.8949,"CSA-Q"
0.862,"CSA-Q"
0.8713,"CSA-Q"
0.8576,"CSA-Q"
0.8711,"CSA-Q"
0.8657,"CSA-Q"
0.862,"CSA-Q"
0.7593,"CSA-Q"
0.8261,"CSA-Q"
0.8623,"CSA-Q"
0.8419,"CSA-Q"
0.8887,"CSA-Q"
0.8564,"CSA-Q"
0.8736,"CSA-Q"
0.8997,"CSA-Q"
0.8884,"CSA-Q"
0.8715,"CSA-Q"
0.8475,"CSA-Q"
0.8782,"CSA-Q"
0.8895,"CSA-Q"
0.8902,"CSA-Q"
0.8718,"CSA-Q"
0.8626,"CSA-Q"
0.8882,"CSA-Q"
0.8658,"CSA-Q"
0.8837,"CSA-Q"
0.899,"CSA-Q"
0.8771,"CSA-Q"
0.8807,"CSA-Q"
0.8958,"CSA-Q"
0.8588,"CSA-Q"
0.895,"CSA-Q"
0.9299,"CSA-Q"
0.8526,"CSA-Q"
0.9109,"CSA-Q"
0.9249,"CSA-Q"
0.9025,"CSA-Q"
0.9477,"CSA-Q"
0.8847,"CSA-Q"
0.8647,"CSA-Q"
0.8936,"CSA-Q"
