"Coverage","group"
0.8868,"CSA-M"
0.8311,"CSA-M"
0.9444,"CSA-M"
0.8569,"CSA-M"
0.8953,"CSA-M"
0.8291,"CSA-M"
0.8679,"CSA-M"
0.9361,"CSA-M"
0.8749,"CSA-M"
0.864,"CSA-M"
0.9074,"CSA-M"
0.8393,"CSA-M"
0.909,"CSA-M"
0.8671,"CSA-M"
0.9161,"CSA-M"
0.8535,"CSA-M"
0.8987,"CSA-M"
0.9099,"CSA-M"
0.906,"CSA-M"
0.9097,"CSA-M"
0.949,"CSA-M"
0.918,"CSA-M"
0.8976,"CSA-M"
0.9342,"CSA-M"
0.9414,"CSA-M"
0.8958,"CSA-M"
0.9141,"CSA-M"
0.9119,"CSA-M"
0.8768,"CSA-M"
0.872,"CSA-M"
0.8745,"CSA-M"
0.8695,"CSA-M"
0.8809,"CSA-M"
0.8904,"CSA-M"
0.8917,"CSA-M"
0.9476,"CSA-M"
0.8988,"CSA-M"
0.9347,"CSA-M"
0.9236,"CSA-M"
0.8685,"CSA-M"
0.8684,"CSA-M"
0.8683,"CSA-M"
0.8644,"CSA-M"
0.8786,"CSA-M"
0.8888,"CSA-M"
0.9412,"CSA-M"
0.9225,"CSA-M"
0.8467,"CSA-M"
0.9287,"CSA-M"
0.8939,"CSA-M"
0.9426,"CSA-Q"
0.9186,"CSA-Q"
0.931,"CSA-Q"
0.9519,"CSA-Q"
0.9436,"CSA-Q"
0.8883,"CSA-Q"
0.9688,"CSA-Q"
0.9503,"CSA-Q"
0.9509,"CSA-Q"
0.9461,"CSA-Q"
0.9591,"CSA-Q"
0.9385,"CSA-Q"
0.9479,"CSA-Q"
0.9133,"CSA-Q"
0.9332,"CSA-Q"
0.9082,"CSA-Q"
0.9065,"CSA-Q"
0.9709,"CSA-Q"
0.9331,"CSA-Q"
0.918,"CSA-Q"
0.9481,"CSA-Q"
0.9442,"CSA-Q"
0.9623,"CSA-Q"
0.9591,"CSA-Q"
0.9286,"CSA-Q"
0.9553,"CSA-Q"
0.9461,"CSA-Q"
0.9265,"CSA-Q"
0.9506,"CSA-Q"
0.9485,"CSA-Q"
0.959,"CSA-Q"
0.9648,"CSA-Q"
0.9216,"CSA-Q"
0.9274,"CSA-Q"
0.917,"CSA-Q"
0.9495,"CSA-Q"
0.9339,"CSA-Q"
0.9333,"CSA-Q"
0.9292,"CSA-Q"
0.9492,"CSA-Q"
0.917,"CSA-Q"
0.9757,"CSA-Q"
0.8955,"CSA-Q"
0.9796,"CSA-Q"
0.9429,"CSA-Q"
0.9685,"CSA-Q"
0.907,"CSA-Q"
0.9371,"CSA-Q"
0.9244,"CSA-Q"
0.9335,"CSA-Q"
0.6246,"ITE-NUS"
0.6858,"ITE-NUS"
0.6519,"ITE-NUS"
0.6741,"ITE-NUS"
0.6228,"ITE-NUS"
0.6313,"ITE-NUS"
0.6678,"ITE-NUS"
0.6738,"ITE-NUS"
0.6786,"ITE-NUS"
0.6847,"ITE-NUS"
0.6624,"ITE-NUS"
0.668,"ITE-NUS"
0.6606,"ITE-NUS"
0.6626,"ITE-NUS"
0.6468,"ITE-NUS"
0.6507,"ITE-NUS"
0.6767,"ITE-NUS"
0.6445,"ITE-NUS"
0.6956,"ITE-NUS"
0.6683,"ITE-NUS"
0.6445,"ITE-NUS"
0.6433,"ITE-NUS"
0.6358,"ITE-NUS"
0.6978,"ITE-NUS"
0.6756,"ITE-NUS"
0.6811,"ITE-NUS"
0.6864,"ITE-NUS"
0.6657,"ITE-NUS"
0.6779,"ITE-NUS"
0.7457,"ITE-NUS"
0.7235,"ITE-NUS"
0.6732,"ITE-NUS"
0.6587,"ITE-NUS"
0.6664,"ITE-NUS"
0.6782,"ITE-NUS"
0.6364,"ITE-NUS"
0.6502,"ITE-NUS"
0.6526,"ITE-NUS"
0.6875,"ITE-NUS"
0.6539,"ITE-NUS"
0.6432,"ITE-NUS"
0.661,"ITE-NUS"
0.6119,"ITE-NUS"
0.6627,"ITE-NUS"
0.6421,"ITE-NUS"
0.6499,"ITE-NUS"
0.6574,"ITE-NUS"
0.6609,"ITE-NUS"
0.6953,"ITE-NUS"
0.6866,"ITE-NUS"
0.9978,"CSA-B"
0.9966,"CSA-B"
0.9942,"CSA-B"
0.9884,"CSA-B"
0.9953,"CSA-B"
0.9951,"CSA-B"
0.997,"CSA-B"
0.9946,"CSA-B"
0.9959,"CSA-B"
0.9921,"CSA-B"
0.9946,"CSA-B"
0.9925,"CSA-B"
0.9959,"CSA-B"
0.992,"CSA-B"
0.9952,"CSA-B"
0.996,"CSA-B"
0.9934,"CSA-B"
0.9952,"CSA-B"
0.9969,"CSA-B"
0.9926,"CSA-B"
0.9952,"CSA-B"
0.9956,"CSA-B"
0.9941,"CSA-B"
0.9978,"CSA-B"
0.995,"CSA-B"
0.9968,"CSA-B"
0.9973,"CSA-B"
0.9984,"CSA-B"
0.9932,"CSA-B"
0.9983,"CSA-B"
0.993,"CSA-B"
0.997,"CSA-B"
0.9963,"CSA-B"
0.9951,"CSA-B"
0.9933,"CSA-B"
0.998,"CSA-B"
0.9943,"CSA-B"
0.996,"CSA-B"
0.9931,"CSA-B"
0.9961,"CSA-B"
0.998,"CSA-B"
0.9883,"CSA-B"
0.9871,"CSA-B"
0.9949,"CSA-B"
0.9987,"CSA-B"
0.9973,"CSA-B"
0.9983,"CSA-B"
0.9946,"CSA-B"
0.992,"CSA-B"
0.9973,"CSA-B"
