"Coverage","group"
0.7358,"ITE-NUC"
0.7016,"ITE-NUC"
0.7695,"ITE-NUC"
0.7688,"ITE-NUC"
0.7332,"ITE-NUC"
0.7734,"ITE-NUC"
0.7297,"ITE-NUC"
0.8105,"ITE-NUC"
0.7167,"ITE-NUC"
0.7409,"ITE-NUC"
0.7848,"ITE-NUC"
0.7808,"ITE-NUC"
0.7269,"ITE-NUC"
0.7338,"ITE-NUC"
0.7584,"ITE-NUC"
0.7995,"ITE-NUC"
0.6925,"ITE-NUC"
0.748,"ITE-NUC"
0.6875,"ITE-NUC"
0.8102,"ITE-NUC"
0.7263,"ITE-NUC"
0.7138,"ITE-NUC"
0.6977,"ITE-NUC"
0.7683,"ITE-NUC"
0.7592,"ITE-NUC"
0.794,"ITE-NUC"
0.7281,"ITE-NUC"
0.74,"ITE-NUC"
0.7429,"ITE-NUC"
0.7432,"ITE-NUC"
0.6906,"ITE-NUC"
0.7677,"ITE-NUC"
0.7927,"ITE-NUC"
0.7427,"ITE-NUC"
0.7476,"ITE-NUC"
0.7466,"ITE-NUC"
0.7032,"ITE-NUC"
0.7684,"ITE-NUC"
0.7417,"ITE-NUC"
0.7303,"ITE-NUC"
0.7592,"ITE-NUC"
0.7332,"ITE-NUC"
0.7326,"ITE-NUC"
0.7007,"ITE-NUC"
0.755,"ITE-NUC"
0.7315,"ITE-NUC"
0.7167,"ITE-NUC"
0.74,"ITE-NUC"
0.68,"ITE-NUC"
0.736,"ITE-NUC"
0.8208,"CSA-M"
0.8235,"CSA-M"
0.8387,"CSA-M"
0.8178,"CSA-M"
0.8123,"CSA-M"
0.8156,"CSA-M"
0.8094,"CSA-M"
0.8169,"CSA-M"
0.8247,"CSA-M"
0.7873,"CSA-M"
0.8203,"CSA-M"
0.845,"CSA-M"
0.8621,"CSA-M"
0.8147,"CSA-M"
0.8314,"CSA-M"
0.8433,"CSA-M"
0.8001,"CSA-M"
0.8708,"CSA-M"
0.827,"CSA-M"
0.8325,"CSA-M"
0.8393,"CSA-M"
0.8171,"CSA-M"
0.8297,"CSA-M"
0.8176,"CSA-M"
0.851,"CSA-M"
0.8417,"CSA-M"
0.8006,"CSA-M"
0.8319,"CSA-M"
0.8064,"CSA-M"
0.7751,"CSA-M"
0.8388,"CSA-M"
0.8513,"CSA-M"
0.8248,"CSA-M"
0.8472,"CSA-M"
0.7372,"CSA-M"
0.7914,"CSA-M"
0.7937,"CSA-M"
0.8617,"CSA-M"
0.8231,"CSA-M"
0.7988,"CSA-M"
0.8231,"CSA-M"
0.8497,"CSA-M"
0.8468,"CSA-M"
0.834,"CSA-M"
0.8313,"CSA-M"
0.8246,"CSA-M"
0.8496,"CSA-M"
0.8512,"CSA-M"
0.7659,"CSA-M"
0.8566,"CSA-M"
0.8611,"CSA-Q"
0.8075,"CSA-Q"
0.8193,"CSA-Q"
0.8224,"CSA-Q"
0.8124,"CSA-Q"
0.8445,"CSA-Q"
0.7849,"CSA-Q"
0.8153,"CSA-Q"
0.8091,"CSA-Q"
0.863,"CSA-Q"
0.8389,"CSA-Q"
0.7771,"CSA-Q"
0.8312,"CSA-Q"
0.8558,"CSA-Q"
0.8598,"CSA-Q"
0.8472,"CSA-Q"
0.8358,"CSA-Q"
0.7901,"CSA-Q"
0.8133,"CSA-Q"
0.8589,"CSA-Q"
0.8027,"CSA-Q"
0.8158,"CSA-Q"
0.8107,"CSA-Q"
0.8298,"CSA-Q"
0.8268,"CSA-Q"
0.8803,"CSA-Q"
0.844,"CSA-Q"
0.8299,"CSA-Q"
0.7937,"CSA-Q"
0.7826,"CSA-Q"
0.8284,"CSA-Q"
0.8043,"CSA-Q"
0.8342,"CSA-Q"
0.8295,"CSA-Q"
0.8198,"CSA-Q"
0.7931,"CSA-Q"
0.8311,"CSA-Q"
0.8205,"CSA-Q"
0.8576,"CSA-Q"
0.8531,"CSA-Q"
0.8114,"CSA-Q"
0.799,"CSA-Q"
0.7971,"CSA-Q"
0.857,"CSA-Q"
0.8378,"CSA-Q"
0.8269,"CSA-Q"
0.8268,"CSA-Q"
0.8091,"CSA-Q"
0.7346,"CSA-Q"
0.8081,"CSA-Q"
