"Coverage","group"
0.7866,"CSA-M"
0.782,"CSA-M"
0.8013,"CSA-M"
0.7632,"CSA-M"
0.7802,"CSA-M"
0.7755,"CSA-M"
0.7452,"CSA-M"
0.7304,"CSA-M"
0.77,"CSA-M"
0.7821,"CSA-M"
0.7538,"CSA-M"
0.7738,"CSA-M"
0.7772,"CSA-M"
0.7546,"CSA-M"
0.7562,"CSA-M"
0.7732,"CSA-M"
0.783,"CSA-M"
0.7809,"CSA-M"
0.7779,"CSA-M"
0.7664,"CSA-M"
0.762,"CSA-M"
0.7608,"CSA-M"
0.7566,"CSA-M"
0.7392,"CSA-M"
0.7785,"CSA-M"
0.7566,"CSA-M"
0.7805,"CSA-M"
0.7625,"CSA-M"
0.7555,"CSA-M"
0.8,"CSA-M"
0.7934,"CSA-M"
0.7686,"CSA-M"
0.7761,"CSA-M"
0.7526,"CSA-M"
0.7591,"CSA-M"
0.7819,"CSA-M"
0.7528,"CSA-M"
0.775,"CSA-M"
0.7487,"CSA-M"
0.7463,"CSA-M"
0.7625,"CSA-M"
0.7578,"CSA-M"
0.7871,"CSA-M"
0.7751,"CSA-M"
0.7692,"CSA-M"
0.7912,"CSA-M"
0.8099,"CSA-M"
0.7653,"CSA-M"
0.7768,"CSA-M"
0.7279,"CSA-M"
0.8472,"CSA-Q"
0.81,"CSA-Q"
0.8231,"CSA-Q"
0.8399,"CSA-Q"
0.8262,"CSA-Q"
0.8278,"CSA-Q"
0.8064,"CSA-Q"
0.8153,"CSA-Q"
0.8336,"CSA-Q"
0.793,"CSA-Q"
0.8113,"CSA-Q"
0.8145,"CSA-Q"
0.845,"CSA-Q"
0.8324,"CSA-Q"
0.8004,"CSA-Q"
0.8045,"CSA-Q"
0.8162,"CSA-Q"
0.8334,"CSA-Q"
0.8107,"CSA-Q"
0.8436,"CSA-Q"
0.8206,"CSA-Q"
0.7872,"CSA-Q"
0.8454,"CSA-Q"
0.8518,"CSA-Q"
0.8393,"CSA-Q"
0.8513,"CSA-Q"
0.8432,"CSA-Q"
0.8319,"CSA-Q"
0.8307,"CSA-Q"
0.8271,"CSA-Q"
0.8189,"CSA-Q"
0.8153,"CSA-Q"
0.7991,"CSA-Q"
0.817,"CSA-Q"
0.842,"CSA-Q"
0.7892,"CSA-Q"
0.8136,"CSA-Q"
0.8253,"CSA-Q"
0.804,"CSA-Q"
0.8441,"CSA-Q"
0.8085,"CSA-Q"
0.8134,"CSA-Q"
0.8257,"CSA-Q"
0.8503,"CSA-Q"
0.8275,"CSA-Q"
0.8451,"CSA-Q"
0.8546,"CSA-Q"
0.8165,"CSA-Q"
0.8076,"CSA-Q"
0.7923,"CSA-Q"
