"Coverage","group"
0.8032,"CSA-M"
0.8018,"CSA-M"
0.8008,"CSA-M"
0.8022,"CSA-M"
0.8004,"CSA-M"
0.8021,"CSA-M"
0.8061,"CSA-M"
0.8021,"CSA-M"
0.8024,"CSA-M"
0.8057,"CSA-M"
0.8035,"CSA-M"
0.8037,"CSA-M"
0.8058,"CSA-M"
0.8064,"CSA-M"
0.8052,"CSA-M"
0.807,"CSA-M"
0.8011,"CSA-M"
0.8046,"CSA-M"
0.8011,"CSA-M"
0.8002,"CSA-M"
0.8031,"CSA-M"
0.8053,"CSA-M"
0.8044,"CSA-M"
0.8001,"CSA-M"
0.8013,"CSA-M"
0.8056,"CSA-M"
0.8004,"CSA-M"
0.8066,"CSA-M"
0.8053,"CSA-M"
0.8052,"CSA-M"
0.8005,"CSA-M"
0.8038,"CSA-M"
0.8051,"CSA-M"
0.8044,"CSA-M"
0.8004,"CSA-M"
0.8071,"CSA-M"
0.8042,"CSA-M"
0.8051,"CSA-M"
0.8052,"CSA-M"
0.805,"CSA-M"
0.8077,"CSA-M"
0.805,"CSA-M"
0.8054,"CSA-M"
0.802,"CSA-M"
0.8003,"CSA-M"
0.8034,"CSA-M"
0.8016,"CSA-M"
0.8048,"CSA-M"
0.804,"CSA-M"
0.8011,"CSA-M"
0.8038,"CSA-Q"
0.806,"CSA-Q"
0.8032,"CSA-Q"
0.8001,"CSA-Q"
0.803,"CSA-Q"
0.8014,"CSA-Q"
0.8034,"CSA-Q"
0.805,"CSA-Q"
0.8001,"CSA-Q"
0.8045,"CSA-Q"
0.8053,"CSA-Q"
0.8002,"CSA-Q"
0.805,"CSA-Q"
0.8005,"CSA-Q"
0.7967,"CSA-Q"
0.8034,"CSA-Q"
0.8026,"CSA-Q"
0.8002,"CSA-Q"
0.8018,"CSA-Q"
0.8013,"CSA-Q"
0.8055,"CSA-Q"
0.8024,"CSA-Q"
0.8003,"CSA-Q"
0.8073,"CSA-Q"
0.8004,"CSA-Q"
0.8034,"CSA-Q"
0.8017,"CSA-Q"
0.8055,"CSA-Q"
0.8026,"CSA-Q"
0.8059,"CSA-Q"
0.8004,"CSA-Q"
0.8047,"CSA-Q"
0.8034,"CSA-Q"
0.7962,"CSA-Q"
0.8006,"CSA-Q"
0.8057,"CSA-Q"
0.8071,"CSA-Q"
0.8042,"CSA-Q"
0.8056,"CSA-Q"
0.7998,"CSA-Q"
0.8045,"CSA-Q"
0.8007,"CSA-Q"
0.805,"CSA-Q"
0.8002,"CSA-Q"
0.8031,"CSA-Q"
0.8021,"CSA-Q"
0.8024,"CSA-Q"
0.8023,"CSA-Q"
0.8035,"CSA-Q"
0.8015,"CSA-Q"
