"Coverage","group"
0.8061,"ITE-NUC"
0.8073,"ITE-NUC"
0.7928,"ITE-NUC"
0.8205,"ITE-NUC"
0.8226,"ITE-NUC"
0.8167,"ITE-NUC"
0.7792,"ITE-NUC"
0.7814,"ITE-NUC"
0.8174,"ITE-NUC"
0.8246,"ITE-NUC"
0.8074,"ITE-NUC"
0.8056,"ITE-NUC"
0.8283,"ITE-NUC"
0.8006,"ITE-NUC"
0.7302,"ITE-NUC"
0.8364,"ITE-NUC"
0.8242,"ITE-NUC"
0.7665,"ITE-NUC"
0.8136,"ITE-NUC"
0.8507,"ITE-NUC"
0.813,"ITE-NUC"
0.7948,"ITE-NUC"
0.7757,"ITE-NUC"
0.7732,"ITE-NUC"
0.7717,"ITE-NUC"
0.7391,"ITE-NUC"
0.8357,"ITE-NUC"
0.7862,"ITE-NUC"
0.7992,"ITE-NUC"
0.7959,"ITE-NUC"
0.8382,"ITE-NUC"
0.8186,"ITE-NUC"
0.78,"ITE-NUC"
0.7939,"ITE-NUC"
0.8487,"ITE-NUC"
0.7409,"ITE-NUC"
0.7955,"ITE-NUC"
0.7773,"ITE-NUC"
0.8162,"ITE-NUC"
0.8133,"ITE-NUC"
0.8493,"ITE-NUC"
0.7728,"ITE-NUC"
0.796,"ITE-NUC"
0.827,"ITE-NUC"
0.7832,"ITE-NUC"
0.8166,"ITE-NUC"
0.8194,"ITE-NUC"
0.7585,"ITE-NUC"
0.7494,"ITE-NUC"
0.7928,"ITE-NUC"
0.8005,"CSA-M"
0.783,"CSA-M"
0.8039,"CSA-M"
0.7818,"CSA-M"
0.8418,"CSA-M"
0.796,"CSA-M"
0.8077,"CSA-M"
0.8248,"CSA-M"
0.7974,"CSA-M"
0.8078,"CSA-M"
0.803,"CSA-M"
0.8162,"CSA-M"
0.7866,"CSA-M"
0.833,"CSA-M"
0.8363,"CSA-M"
0.8278,"CSA-M"
0.8064,"CSA-M"
0.8005,"CSA-M"
0.8212,"CSA-M"
0.7883,"CSA-M"
0.818,"CSA-M"
0.7751,"CSA-M"
0.8183,"CSA-M"
0.7746,"CSA-M"
0.8045,"CSA-M"
0.8091,"CSA-M"
0.7885,"CSA-M"
0.7991,"CSA-M"
0.7551,"CSA-M"
0.8127,"CSA-M"
0.8368,"CSA-M"
0.8242,"CSA-M"
0.7814,"CSA-M"
0.762,"CSA-M"
0.8222,"CSA-M"
0.7572,"CSA-M"
0.8327,"CSA-M"
0.78,"CSA-M"
0.8404,"CSA-M"
0.8185,"CSA-M"
0.8031,"CSA-M"
0.8086,"CSA-M"
0.7709,"CSA-M"
0.8054,"CSA-M"
0.8343,"CSA-M"
0.8221,"CSA-M"
0.8128,"CSA-M"
0.783,"CSA-M"
0.7799,"CSA-M"
0.8244,"CSA-M"
0.7905,"CSA-Q"
0.8217,"CSA-Q"
0.8519,"CSA-Q"
0.8328,"CSA-Q"
0.8248,"CSA-Q"
0.804,"CSA-Q"
0.8145,"CSA-Q"
0.8,"CSA-Q"
0.8041,"CSA-Q"
0.8004,"CSA-Q"
0.7704,"CSA-Q"
0.8266,"CSA-Q"
0.8052,"CSA-Q"
0.8089,"CSA-Q"
0.7987,"CSA-Q"
0.8233,"CSA-Q"
0.7945,"CSA-Q"
0.8069,"CSA-Q"
0.7731,"CSA-Q"
0.8055,"CSA-Q"
0.7896,"CSA-Q"
0.8381,"CSA-Q"
0.815,"CSA-Q"
0.788,"CSA-Q"
0.7972,"CSA-Q"
0.8125,"CSA-Q"
0.7795,"CSA-Q"
0.7547,"CSA-Q"
0.8047,"CSA-Q"
0.7551,"CSA-Q"
0.8163,"CSA-Q"
0.8507,"CSA-Q"
0.796,"CSA-Q"
0.7758,"CSA-Q"
0.8046,"CSA-Q"
0.7758,"CSA-Q"
0.7716,"CSA-Q"
0.7955,"CSA-Q"
0.796,"CSA-Q"
0.8261,"CSA-Q"
0.7905,"CSA-Q"
0.7957,"CSA-Q"
0.8091,"CSA-Q"
0.8164,"CSA-Q"
0.7931,"CSA-Q"
0.7932,"CSA-Q"
0.7964,"CSA-Q"
0.7519,"CSA-Q"
0.8079,"CSA-Q"
0.8164,"CSA-Q"
