"Coverage","group"
0.5541,"ITE-NUC"
0.6014,"ITE-NUC"
0.6064,"ITE-NUC"
0.6041,"ITE-NUC"
0.6507,"ITE-NUC"
0.6101,"ITE-NUC"
0.6132,"ITE-NUC"
0.6484,"ITE-NUC"
0.576,"ITE-NUC"
0.6317,"ITE-NUC"
0.6397,"ITE-NUC"
0.5741,"ITE-NUC"
0.6756,"ITE-NUC"
0.5813,"ITE-NUC"
0.5907,"ITE-NUC"
0.6419,"ITE-NUC"
0.5763,"ITE-NUC"
0.5833,"ITE-NUC"
0.6388,"ITE-NUC"
0.6377,"ITE-NUC"
0.5593,"ITE-NUC"
0.6593,"ITE-NUC"
0.5682,"ITE-NUC"
0.5988,"ITE-NUC"
0.651,"ITE-NUC"
0.5917,"ITE-NUC"
0.6287,"ITE-NUC"
0.6355,"ITE-NUC"
0.5748,"ITE-NUC"
0.5947,"ITE-NUC"
0.5987,"ITE-NUC"
0.6171,"ITE-NUC"
0.6248,"ITE-NUC"
0.6677,"ITE-NUC"
0.5965,"ITE-NUC"
0.6055,"ITE-NUC"
0.6186,"ITE-NUC"
0.6425,"ITE-NUC"
0.6414,"ITE-NUC"
0.6071,"ITE-NUC"
0.6521,"ITE-NUC"
0.569,"ITE-NUC"
0.6073,"ITE-NUC"
0.6018,"ITE-NUC"
0.5453,"ITE-NUC"
0.5691,"ITE-NUC"
0.5911,"ITE-NUC"
0.5927,"ITE-NUC"
0.5693,"ITE-NUC"
0.6458,"ITE-NUC"
0.7939,"CSA-M"
0.8486,"CSA-M"
0.8724,"CSA-M"
0.8935,"CSA-M"
0.8279,"CSA-M"
0.9137,"CSA-M"
0.8884,"CSA-M"
0.9021,"CSA-M"
0.8599,"CSA-M"
0.851,"CSA-M"
0.8574,"CSA-M"
0.9059,"CSA-M"
0.8776,"CSA-M"
0.8002,"CSA-M"
0.882,"CSA-M"
0.866,"CSA-M"
0.7927,"CSA-M"
0.9206,"CSA-M"
0.88,"CSA-M"
0.9056,"CSA-M"
0.8835,"CSA-M"
0.8281,"CSA-M"
0.8816,"CSA-M"
0.8175,"CSA-M"
0.8767,"CSA-M"
0.8679,"CSA-M"
0.9148,"CSA-M"
0.8145,"CSA-M"
0.8839,"CSA-M"
0.8752,"CSA-M"
0.8563,"CSA-M"
0.901,"CSA-M"
0.8854,"CSA-M"
0.8551,"CSA-M"
0.8937,"CSA-M"
0.8702,"CSA-M"
0.9155,"CSA-M"
0.8956,"CSA-M"
0.8539,"CSA-M"
0.914,"CSA-M"
0.8047,"CSA-M"
0.8309,"CSA-M"
0.8305,"CSA-M"
0.9303,"CSA-M"
0.8987,"CSA-M"
0.8552,"CSA-M"
0.9136,"CSA-M"
0.8297,"CSA-M"
0.8975,"CSA-M"
0.8245,"CSA-M"
0.861,"CSA-Q"
0.886,"CSA-Q"
0.8729,"CSA-Q"
0.9038,"CSA-Q"
0.828,"CSA-Q"
0.8962,"CSA-Q"
0.8402,"CSA-Q"
0.8874,"CSA-Q"
0.8616,"CSA-Q"
0.8537,"CSA-Q"
0.8621,"CSA-Q"
0.8312,"CSA-Q"
0.86,"CSA-Q"
0.8802,"CSA-Q"
0.8677,"CSA-Q"
0.905,"CSA-Q"
0.8742,"CSA-Q"
0.9156,"CSA-Q"
0.8882,"CSA-Q"
0.8583,"CSA-Q"
0.8951,"CSA-Q"
0.9158,"CSA-Q"
0.8151,"CSA-Q"
0.8614,"CSA-Q"
0.9043,"CSA-Q"
0.8776,"CSA-Q"
0.8453,"CSA-Q"
0.8844,"CSA-Q"
0.8553,"CSA-Q"
0.9079,"CSA-Q"
0.849,"CSA-Q"
0.8444,"CSA-Q"
0.9043,"CSA-Q"
0.8819,"CSA-Q"
0.9148,"CSA-Q"
0.8985,"CSA-Q"
0.8154,"CSA-Q"
0.8962,"CSA-Q"
0.8716,"CSA-Q"
0.8818,"CSA-Q"
0.8116,"CSA-Q"
0.8876,"CSA-Q"
0.9146,"CSA-Q"
0.8777,"CSA-Q"
0.8407,"CSA-Q"
0.8676,"CSA-Q"
0.8536,"CSA-Q"
0.8438,"CSA-Q"
0.8893,"CSA-Q"
0.8383,"CSA-Q"
