"Coverage","group"
0.8454,"CSA-M"
0.8237,"CSA-M"
0.8245,"CSA-M"
0.8666,"CSA-M"
0.7745,"CSA-M"
0.8236,"CSA-M"
0.8428,"CSA-M"
0.7758,"CSA-M"
0.8468,"CSA-M"
0.794,"CSA-M"
0.841,"CSA-M"
0.824,"CSA-M"
0.8437,"CSA-M"
0.8085,"CSA-M"
0.8195,"CSA-M"
0.8208,"CSA-M"
0.84,"CSA-M"
0.7639,"CSA-M"
0.8097,"CSA-M"
0.8337,"CSA-M"
0.7834,"CSA-M"
0.828,"CSA-M"
0.8931,"CSA-M"
0.8653,"CSA-M"
0.8328,"CSA-M"
0.8475,"CSA-M"
0.8444,"CSA-M"
0.8078,"CSA-M"
0.8285,"CSA-M"
0.8151,"CSA-M"
0.857,"CSA-M"
0.8473,"CSA-M"
0.8038,"CSA-M"
0.8126,"CSA-M"
0.7789,"CSA-M"
0.809,"CSA-M"
0.8112,"CSA-M"
0.8269,"CSA-M"
0.7702,"CSA-M"
0.8481,"CSA-M"
0.8551,"CSA-M"
0.8389,"CSA-M"
0.8572,"CSA-M"
0.7836,"CSA-M"
0.8061,"CSA-M"
0.8651,"CSA-M"
0.8276,"CSA-M"
0.8165,"CSA-M"
0.8186,"CSA-M"
0.8123,"CSA-M"
0.8498,"CSA-Q"
0.8493,"CSA-Q"
0.861,"CSA-Q"
0.9002,"CSA-Q"
0.8391,"CSA-Q"
0.8696,"CSA-Q"
0.8762,"CSA-Q"
0.8943,"CSA-Q"
0.8793,"CSA-Q"
0.8535,"CSA-Q"
0.8395,"CSA-Q"
0.8423,"CSA-Q"
0.8933,"CSA-Q"
0.8843,"CSA-Q"
0.8818,"CSA-Q"
0.8816,"CSA-Q"
0.8871,"CSA-Q"
0.8934,"CSA-Q"
0.8581,"CSA-Q"
0.8624,"CSA-Q"
0.8533,"CSA-Q"
0.8657,"CSA-Q"
0.8656,"CSA-Q"
0.8759,"CSA-Q"
0.8528,"CSA-Q"
0.8911,"CSA-Q"
0.8736,"CSA-Q"
0.9035,"CSA-Q"
0.8641,"CSA-Q"
0.8915,"CSA-Q"
0.8772,"CSA-Q"
0.8862,"CSA-Q"
0.9106,"CSA-Q"
0.8934,"CSA-Q"
0.8742,"CSA-Q"
0.8717,"CSA-Q"
0.8531,"CSA-Q"
0.8844,"CSA-Q"
0.8742,"CSA-Q"
0.8996,"CSA-Q"
0.8531,"CSA-Q"
0.8805,"CSA-Q"
0.8993,"CSA-Q"
0.8337,"CSA-Q"
0.8574,"CSA-Q"
0.8677,"CSA-Q"
0.8749,"CSA-Q"
0.8783,"CSA-Q"
0.8663,"CSA-Q"
0.8627,"CSA-Q"
