"Coverage","group"
0.8011,"CSA-M"
0.7957,"CSA-M"
0.8013,"CSA-M"
0.8037,"CSA-M"
0.803,"CSA-M"
0.8028,"CSA-M"
0.8,"CSA-M"
0.8006,"CSA-M"
0.803,"CSA-M"
0.8006,"CSA-M"
0.8034,"CSA-M"
0.8006,"CSA-M"
0.8048,"CSA-M"
0.8023,"CSA-M"
0.8011,"CSA-M"
0.8006,"CSA-M"
0.8033,"CSA-M"
0.8028,"CSA-M"
0.8037,"CSA-M"
0.8024,"CSA-M"
0.8044,"CSA-M"
0.8009,"CSA-M"
0.8007,"CSA-M"
0.804,"CSA-M"
0.8028,"CSA-M"
0.779,"CSA-M"
0.8002,"CSA-M"
0.8036,"CSA-M"
0.8017,"CSA-M"
0.8037,"CSA-M"
0.8054,"CSA-M"
0.8016,"CSA-M"
0.8041,"CSA-M"
0.8048,"CSA-M"
0.8028,"CSA-M"
0.8044,"CSA-M"
0.8016,"CSA-M"
0.8058,"CSA-M"
0.8008,"CSA-M"
0.8047,"CSA-M"
0.8035,"CSA-M"
0.8047,"CSA-M"
0.8,"CSA-M"
0.8009,"CSA-M"
0.8024,"CSA-M"
0.8045,"CSA-M"
0.8027,"CSA-M"
0.7882,"CSA-M"
0.7947,"CSA-M"
0.8041,"CSA-M"
0.8031,"CSA-Q"
0.8009,"CSA-Q"
0.8021,"CSA-Q"
0.8004,"CSA-Q"
0.8005,"CSA-Q"
0.8038,"CSA-Q"
0.8042,"CSA-Q"
0.8005,"CSA-Q"
0.801,"CSA-Q"
0.8056,"CSA-Q"
0.8019,"CSA-Q"
0.8009,"CSA-Q"
0.8042,"CSA-Q"
0.8043,"CSA-Q"
0.8027,"CSA-Q"
0.8019,"CSA-Q"
0.8008,"CSA-Q"
0.8033,"CSA-Q"
0.8018,"CSA-Q"
0.8012,"CSA-Q"
0.8021,"CSA-Q"
0.7776,"CSA-Q"
0.8019,"CSA-Q"
0.8045,"CSA-Q"
0.8042,"CSA-Q"
0.8,"CSA-Q"
0.7825,"CSA-Q"
0.8043,"CSA-Q"
0.8006,"CSA-Q"
0.8034,"CSA-Q"
0.8001,"CSA-Q"
0.8057,"CSA-Q"
0.801,"CSA-Q"
0.8004,"CSA-Q"
0.7934,"CSA-Q"
0.8033,"CSA-Q"
0.8062,"CSA-Q"
0.8037,"CSA-Q"
0.8024,"CSA-Q"
0.8026,"CSA-Q"
0.8038,"CSA-Q"
0.8044,"CSA-Q"
0.8001,"CSA-Q"
0.8013,"CSA-Q"
0.8021,"CSA-Q"
0.8043,"CSA-Q"
0.8012,"CSA-Q"
0.8015,"CSA-Q"
0.802,"CSA-Q"
0.8003,"CSA-Q"
