"Coverage","group"
0.8069,"CSA-M"
0.752,"CSA-M"
0.805,"CSA-M"
0.8325,"CSA-M"
0.7926,"CSA-M"
0.8225,"CSA-M"
0.8055,"CSA-M"
0.8096,"CSA-M"
0.8227,"CSA-M"
0.8123,"CSA-M"
0.8058,"CSA-M"
0.7806,"CSA-M"
0.8055,"CSA-M"
0.8164,"CSA-M"
0.8279,"CSA-M"
0.8228,"CSA-M"
0.8473,"CSA-M"
0.8183,"CSA-M"
0.822,"CSA-M"
0.8185,"CSA-M"
0.8298,"CSA-M"
0.8049,"CSA-M"
0.7375,"CSA-M"
0.8029,"CSA-M"
0.8082,"CSA-M"
0.7648,"CSA-M"
0.8279,"CSA-M"
0.8215,"CSA-M"
0.7726,"CSA-M"
0.789,"CSA-M"
0.7974,"CSA-M"
0.8088,"CSA-M"
0.7941,"CSA-M"
0.7921,"CSA-M"
0.8047,"CSA-M"
0.7959,"CSA-M"
0.7682,"CSA-M"
0.8034,"CSA-M"
0.779,"CSA-M"
0.8182,"CSA-M"
0.8,"CSA-M"
0.7984,"CSA-M"
0.8218,"CSA-M"
0.8888,"CSA-M"
0.797,"CSA-M"
0.8581,"CSA-M"
0.8217,"CSA-M"
0.8236,"CSA-M"
0.7757,"CSA-M"
0.8272,"CSA-M"
0.8149,"CSA-Q"
0.8037,"CSA-Q"
0.7725,"CSA-Q"
0.8154,"CSA-Q"
0.8197,"CSA-Q"
0.8221,"CSA-Q"
0.8241,"CSA-Q"
0.8048,"CSA-Q"
0.8301,"CSA-Q"
0.8315,"CSA-Q"
0.8194,"CSA-Q"
0.7959,"CSA-Q"
0.8099,"CSA-Q"
0.8283,"CSA-Q"
0.8234,"CSA-Q"
0.8337,"CSA-Q"
0.8309,"CSA-Q"
0.7937,"CSA-Q"
0.8161,"CSA-Q"
0.7953,"CSA-Q"
0.8124,"CSA-Q"
0.8337,"CSA-Q"
0.8418,"CSA-Q"
0.8222,"CSA-Q"
0.833,"CSA-Q"
0.8018,"CSA-Q"
0.8377,"CSA-Q"
0.7803,"CSA-Q"
0.83,"CSA-Q"
0.8091,"CSA-Q"
0.8087,"CSA-Q"
0.8358,"CSA-Q"
0.797,"CSA-Q"
0.803,"CSA-Q"
0.7983,"CSA-Q"
0.8274,"CSA-Q"
0.8176,"CSA-Q"
0.8026,"CSA-Q"
0.8053,"CSA-Q"
0.798,"CSA-Q"
0.8586,"CSA-Q"
0.837,"CSA-Q"
0.793,"CSA-Q"
0.8596,"CSA-Q"
0.8089,"CSA-Q"
0.8317,"CSA-Q"
0.7992,"CSA-Q"
0.8498,"CSA-Q"
0.7946,"CSA-Q"
0.8022,"CSA-Q"
