"Coverage","group"
0.802,"CSA-M"
0.8075,"CSA-M"
0.8044,"CSA-M"
0.8051,"CSA-M"
0.8061,"CSA-M"
0.802,"CSA-M"
0.8056,"CSA-M"
0.8042,"CSA-M"
0.8025,"CSA-M"
0.8008,"CSA-M"
0.8062,"CSA-M"
0.803,"CSA-M"
0.8043,"CSA-M"
0.8038,"CSA-M"
0.8019,"CSA-M"
0.8014,"CSA-M"
0.801,"CSA-M"
0.8,"CSA-M"
0.8002,"CSA-M"
0.8006,"CSA-M"
0.8014,"CSA-M"
0.8006,"CSA-M"
0.803,"CSA-M"
0.8014,"CSA-M"
0.8052,"CSA-M"
0.8036,"CSA-M"
0.8041,"CSA-M"
0.8041,"CSA-M"
0.8043,"CSA-M"
0.8055,"CSA-M"
0.8016,"CSA-M"
0.7914,"CSA-M"
0.8041,"CSA-M"
0.803,"CSA-M"
0.8027,"CSA-M"
0.8024,"CSA-M"
0.8048,"CSA-M"
0.8039,"CSA-M"
0.8002,"CSA-M"
0.8044,"CSA-M"
0.8006,"CSA-M"
0.8044,"CSA-M"
0.802,"CSA-M"
0.8012,"CSA-M"
0.8055,"CSA-M"
0.8048,"CSA-M"
0.8008,"CSA-M"
0.8033,"CSA-M"
0.8002,"CSA-M"
0.8063,"CSA-M"
0.803,"CSA-Q"
0.8036,"CSA-Q"
0.8015,"CSA-Q"
0.806,"CSA-Q"
0.8038,"CSA-Q"
0.8033,"CSA-Q"
0.8002,"CSA-Q"
0.8048,"CSA-Q"
0.802,"CSA-Q"
0.8043,"CSA-Q"
0.8053,"CSA-Q"
0.8019,"CSA-Q"
0.8053,"CSA-Q"
0.8015,"CSA-Q"
0.8043,"CSA-Q"
0.8032,"CSA-Q"
0.8056,"CSA-Q"
0.8036,"CSA-Q"
0.8031,"CSA-Q"
0.8006,"CSA-Q"
0.8001,"CSA-Q"
0.8002,"CSA-Q"
0.8052,"CSA-Q"
0.808,"CSA-Q"
0.8,"CSA-Q"
0.8031,"CSA-Q"
0.802,"CSA-Q"
0.8065,"CSA-Q"
0.8047,"CSA-Q"
0.8061,"CSA-Q"
0.8021,"CSA-Q"
0.8067,"CSA-Q"
0.8059,"CSA-Q"
0.8002,"CSA-Q"
0.8052,"CSA-Q"
0.8004,"CSA-Q"
0.805,"CSA-Q"
0.8002,"CSA-Q"
0.8027,"CSA-Q"
0.8008,"CSA-Q"
0.8034,"CSA-Q"
0.8036,"CSA-Q"
0.8068,"CSA-Q"
0.8047,"CSA-Q"
0.801,"CSA-Q"
0.8067,"CSA-Q"
0.8007,"CSA-Q"
0.8053,"CSA-Q"
0.8006,"CSA-Q"
0.806,"CSA-Q"
